-0.004828+0.0014722i,-0.003511+0.0026195i,-0.0016465+0.0031271i,0.00030541+0.0022554i,-0.00032982+0.0017118i,-0.0013444+0.0012416i,-0.00068716+0.00038307i,3.3073e-05+0.00049403i,0.00087517+0.0016033i,0.001705+0.0013388i,0.0022511+0.00016757i,0.0013314-0.00057649i,-0.00016519-0.0013966i,-0.00058112-0.0010495i,-0.00022758-0.00040158i,-0.00010231-0.00030494i,-3.4666e-05+0.00017271i,2.3736e-05-0.00069737i,0.00034971-0.0010732i,-1.7114e-05-5.3948e-05i,-0.00018475+0.00071503i,0.00048849+0.00071374i,0.00078063+0.00063494i
0.0026442+0.00272i,0.0037921+0.00086864i,0.0054302-0.00036528i,0.0042324-0.0014808i,0.00244-0.0041155i,3.9378e-05-0.0045496i,-0.00083122-0.0033578i,-0.00033353-0.0019152i,7.8757e-05-0.00016359i,0.00062497+0.00061604i,0.00021149-8.8963e-05i,-0.00068483-0.00087918i,-0.0007661-0.00043901i,-0.00038865+0.00032282i,-0.00063221+0.00047889i,-0.0013914+0.00029718i,-0.0014815+0.00021132i,-0.00084444+3.0224e-05i,7.0146e-05+0.00035397i,5.5351e-05+0.00069879i,-0.00038717-4.7937e-05i,-0.00075843-0.00070742i,-0.00029737-0.00031277i
0.0011384+0.00088655i,0.00077591+0.00020145i,0.00094607-0.00058047i,0.0013593-0.0018343i,0.0022254-0.0034476i,0.0011462-0.002745i,-0.00019048-0.00076393i,8.8969e-05+0.00043965i,0.00082754+0.00069052i,0.0019014+0.00033672i,0.0018747+0.00024379i,0.00039535+0.00016357i,-0.0010362-0.00054332i,-0.0010211-0.00020625i,-0.00061112+0.0006013i,-0.00060966+0.0011643i,-0.00027203+0.0014473i,0.00053503+0.00067616i,0.0008052-0.00011031i,0.00066458-0.00029679i,0.00023034-0.00041184i,-0.00022792+4.0829e-05i,-0.00052003+4.4848e-05i
0.00027476-0.0027633i,-0.00083695-0.001726i,-0.0013572-0.00080767i,-0.00065327-0.0016038i,-0.00047757-0.0019765i,-0.00082196-0.00033987i,5.6296e-05+3.5081e-07i,0.00082377-0.00018315i,0.00093317+0.00018318i,0.0012504+0.00039581i,0.00099364+0.00043532i,0.00039072+0.00026285i,-0.00033385+0.00011634i,-0.00041011+0.00037943i,0.00034376+0.00047604i,0.00028713+0.00061732i,-0.00067118+0.00064857i,-0.0010809+0.0010803i,-0.0013233+0.0011576i,-0.00098975+0.00087245i,0.0002633+0.00052619i,0.00014948+0.0007725i,-0.00013009+0.00092255i
0.00023423+0.0012844i,0.0014846+0.0014826i,0.0019143+0.00085586i,0.0010342+5.6611e-05i,1.0742e-05-3.5232e-05i,-0.00029827+8.3413e-05i,-4.5966e-05-6.2041e-05i,-0.00020269-0.00034865i,2.2599e-06-0.00019047i,0.00066334+0.00056239i,0.00080357+0.0011299i,0.00054238+0.0013654i,0.00069769+0.00088642i,0.0006252+0.00051795i,-3.4591e-05+9.4805e-05i,-9.0546e-05+2.6595e-05i,-0.00033303-0.00020784i,-0.00050761-0.00055425i,-0.00013198+0.00040096i,0.00067991+0.0015316i,0.00031631+0.0015539i,-0.00034129+2.5516e-05i,8.5941e-05-0.00057467i
0.00060491-0.00012223i,-0.00021643-0.0008314i,-4.2092e-05-0.002202i,-0.00016998-0.0028162i,-0.0014876-0.0016123i,-0.0021588+0.000409i,-0.0011149+0.00065468i,-0.00027415+0.00052073i,-3.171e-05+0.00051985i,0.00061491+0.00031211i,0.00063883+0.00073346i,0.00066705+0.00041471i,0.0010899+0.00034264i,0.0013156+0.00052089i,0.00062861-0.00064735i,-0.00044454-0.0010236i,-0.0012102-0.00049216i,-0.00088969-0.00075972i,0.00011103-0.00030008i,0.0001617+0.0007836i,0.00015909+0.00067342i,7.905e-05-0.00012146i,-0.0001604-9.6491e-05i
0.0013167-0.00047917i,0.001096-0.0011281i,0.0003609-0.00060073i,-0.0003333-0.00059586i,-0.00099562-0.0013392i,-0.0014245-0.0013714i,-0.00038425-0.001264i,0.00026764-0.00061242i,2.487e-05+0.00024241i,0.00071801+0.00030696i,0.00093184+0.00011443i,0.00056123+0.00021826i,0.00030836+4.4749e-05i,0.00011807-3.5509e-05i,0.00038376+0.00012159i,0.00029201+0.00025002i,0.00033579-0.00019304i,0.00079641-0.0001571i,0.0005501+5.3431e-05i,0.00038052-0.0004309i,0.0010169+6.0068e-05i,0.00097273+0.00022565i,0.00010117-0.0008824i
-0.0016514+0.00035184i,-0.00072371+0.0011725i,-0.0006999+0.0016459i,-0.00053798+0.0014766i,-0.00073634+0.00049681i,-0.00088867-0.00088168i,-0.00037449-0.0010378i,-4.1926e-05+0.00011694i,0.00038565+0.0012249i,0.00084555+0.0019882i,0.00050449+0.001909i,0.00046139+0.0014015i,0.00075539+0.00086588i,0.0003261+8.4444e-05i,-6.8325e-05-5.8046e-05i,-0.00071188+5.0163e-05i,-0.0010361-0.00049351i,-0.00029078-0.00017452i,0.00015023+0.00051091i,0.00032979+0.00052312i,0.00053704+0.00061542i,0.00034798+0.0012228i,0.00021133+0.0012712i
0.0003202+0.0002809i,0.00021478-0.00060766i,0.00080985-0.00085698i,0.0002-0.00044792i,-0.00033878-0.00090224i,-0.00039303-0.00014332i,-0.00059007+0.00040808i,-0.00032535+0.00040599i,0.00023433+0.00092801i,0.0009462+0.00099279i,0.00072533+0.00085105i,-5.9523e-05+0.00038615i,-0.00033906+3.9093e-05i,-0.00033553+0.001244i,-0.00013793+0.0013469i,-8.495e-05+0.00010041i,-0.0001361+0.00059876i,-0.0002821+0.0012655i,-0.00035049+0.00045393i,-0.0002713+0.00038707i,-0.0002464+0.00079748i,-0.0002312+0.00076689i,-0.0001244+0.00059686i
-0.00089167-0.0023687i,-0.0008608-0.0017708i,7.7017e-05-0.00092132i,0.00028395-0.00068159i,-0.00063951-0.00124i,-0.00058307-0.0016455i,-4.8591e-05-0.0011611i,8.8984e-06-0.00080307i,-0.00042393+9.6402e-05i,-2.9445e-05+0.0010059i,0.00063573+0.00097039i,-6.1877e-06+0.00046968i,-0.00020092+8.27e-05i,0.00030416-0.00051102i,0.00039882-0.00050685i,-0.00024444-0.00057834i,-7.3328e-05-0.0010727i,0.00028575-0.00078416i,8.3539e-05+4.3344e-05i,-9.6581e-05+0.00085542i,0.00039711+0.00074901i,0.00025834+0.00040644i,0.00061579+0.00060293i
-0.00069191-0.0018117i,0.0011857-0.0013812i,0.0010904-0.0010051i,0.00015798-0.0015049i,-0.00078899-0.0014969i,-0.0011614-0.0011073i,-0.0009479-0.0012725i,-0.00046124-0.0010648i,-0.00058837+3.6222e-05i,0.00041211+0.00062243i,0.0011799+0.0011007i,0.00086909+0.00064717i,0.00070992-0.00014322i,1.0172e-05-0.00021834i,-0.00025186+6.2674e-07i,-0.00012465-1.566e-05i,-0.00022386-0.00013741i,0.00021548+0.00039334i,-0.00016651+0.00052869i,-0.00069141+0.0008085i,-0.00049641+0.0011049i,0.00026712+0.00022316i,-0.00033176-0.00063854i
0.0021116-0.00079378i,0.0012533-0.0019469i,0.0004994-0.0028248i,0.00077254-0.0014492i,0.00055109-0.00034702i,-0.00042128-0.0012064i,-0.00023436-0.0010589i,0.00048288-0.00021502i,3.001e-05+0.00082898i,-0.00083009+0.0016966i,-0.00050915+0.0005934i,-8.4288e-05+0.0002126i,-5.9619e-05+0.0014195i,0.0001767+0.0016509i,0.00065481+0.00094139i,0.00063603+0.00013699i,-0.00023587-0.00056463i,-0.00093284-0.00072218i,-0.00032583-0.00012888i,2.6573e-05+0.00036373i,-0.00030045+0.0007387i,0.00045152+0.0005819i,0.00067891-0.00013074i
0.0022663+0.0010446i,0.0022684+0.00052491i,0.0028058+0.0007579i,0.0031175+0.00041479i,0.0018192-0.0011783i,-0.00038732-0.0012145i,-0.00096552-0.0008666i,-0.00015524-0.00013008i,0.00065204+0.00094786i,0.001097+0.001039i,0.00087635+0.00085703i,0.00020592+0.00039649i,-0.00068606+9.6093e-05i,-0.00073907-2.9084e-06i,-0.00019953-4.6811e-06i,0.00016889-2.9846e-05i,0.00014347-0.0001345i,0.000422+0.00045339i,0.00027757+0.00046946i,0.0003494+0.0002043i,0.00019587+0.00043913i,0.00043558+0.00037048i,0.0013261+0.00026073i
-0.00070717+0.00063224i,0.00073766+0.0007787i,0.0019053-1.3892e-05i,0.0028993-0.0011039i,0.0021567-0.0018468i,0.00061819-0.0023865i,-3.5699e-05-0.0021876i,5.3258e-05-0.00093102i,-2.0622e-05+0.00044464i,0.00035357+0.00071485i,0.00091525+0.00053511i,0.00017229+0.00018197i,-0.0005991+0.00012289i,-0.00019566+0.0014775i,0.00031663+0.0015841i,0.00033689+0.00032969i,-2.0789e-05+0.00022351i,0.00023187-9.8866e-06i,0.00028155-9.4566e-05i,-0.00018844-7.5416e-05i,-0.00037434-4.9065e-05i,6.4306e-05+0.00045596i,0.00018373+0.00017658i
0.0017909-9.2364e-05i,0.0018839-0.0018106i,0.0018528-0.0033633i,0.0016061-0.0029735i,0.00010045-0.0022066i,-0.0016162-0.001723i,-0.0012401-0.00040613i,-0.00081641+0.0007336i,-0.00046551+0.00069393i,4.1301e-05+0.00072354i,0.00050433+0.000361i,0.00047833+0.00064912i,-0.00025357+0.00057184i,-0.00067452+8.8983e-06i,-8.6593e-05-0.00033848i,0.00018683-0.00043595i,-0.00038154-0.00010594i,-0.00047057+0.00026828i,-0.00021354+0.00049367i,-0.00066714+0.00045984i,-0.00047802-0.00053253i,-0.00015063-0.00070656i,-0.00020747-0.00042935i
0.0016706-0.0020658i,0.0019384-0.0023782i,-0.00021852-0.0022729i,-0.0016928-0.0021395i,-0.00084344-0.0021081i,-0.00056518-0.0014164i,-0.00037235-0.0010157i,0.00080741-0.00068392i,0.00073266-0.00073465i,0.00026366-2.1247e-05i,0.0011099+0.00081706i,0.00086569+0.0009769i,0.00033562+0.00094437i,0.00021146+0.001239i,0.00029711+0.0014105i,0.00051658+0.0011555i,0.00028683+0.00087243i,0.00059245+0.00051727i,0.0007868+0.00068048i,0.00050508+0.00075553i,0.00024723+0.00035i,-0.00053488+9.0042e-06i,-0.00082754-0.00025928i
-5.3933e-05-0.00088254i,-5.5673e-05-0.00080506i,0.00074553-0.00069415i,0.00084199-0.0011291i,-0.00017634-0.00098483i,-0.0005517-0.00060274i,0.00050914-0.00028781i,0.00083163+0.00011633i,-0.00011121-0.00010798i,-0.00012625+5.8572e-05i,-0.0005395+0.0004111i,-0.00071407+0.00086731i,-3.4778e-05+0.00058205i,-0.00028021+3.7535e-05i,-0.00077884+0.00022281i,-0.0007406+0.00019683i,-0.00031796-0.00033994i,0.00029958-7.8795e-05i,0.00057627+0.00035843i,0.00037089+0.00078676i,0.00017725+0.0010488i,0.0005949+0.00064062i,0.0009813+0.00082223i
0.0018753-0.0006057i,0.0022742-0.0012775i,0.0030169-0.0015203i,0.0016601-0.0016995i,-0.00057793-0.0020211i,-0.0016302-0.0014011i,-0.00097022-0.00073317i,0.00016384+0.00026178i,0.0002224+0.0011468i,-0.00016686+0.001062i,-5.778e-05+0.0014497i,0.00040345+0.0010345i,0.0001061+0.00015349i,-4.9221e-05+0.00046869i,0.0005919+0.00039117i,0.00043891+0.00031117i,-0.00039446+0.00024728i,-0.00065885+0.00017365i,0.00029103+0.00055986i,0.0010496+0.00038437i,0.00096327+0.00064295i,0.0010062+0.00066176i,0.0013339+0.00032169i
-0.0010058+0.00041323i,-0.00034019+0.00017973i,-0.0012061-0.00053064i,-0.0016484-0.0010449i,-0.000787-0.00067125i,-0.0001645-0.00030346i,0.00014157-0.00078182i,0.00027227-0.0013508i,1.1557e-05-0.00073403i,-0.00040295-9.3837e-05i,3.2159e-05+0.00055722i,0.00065906+0.0010028i,0.00011748+0.00088708i,-0.00013398+0.00060483i,1.9246e-05+0.00031561i,-0.00024829+0.0002118i,-0.00022783+0.00019113i,-1.6516e-05+0.00044516i,-0.00077961+0.00049503i,-0.0013239+0.00033673i,-0.00033144+0.00014238i,0.00035519+0.00015208i,7.4923e-05-0.00040447i
6.2636e-05+0.00086221i,0.00012974+3.6219e-06i,-0.0017476-0.00018478i,-0.00092291-0.00075116i,6.1588e-05-0.00063071i,-0.00084142-0.00092693i,-0.0017126-0.00082734i,-0.00092736-7.4776e-05i,0.00014296-0.00033693i,0.0005634-0.00098446i,0.00083824-0.00065448i,0.00013908+0.00014813i,-0.00060835+0.000524i,-0.00021186+0.00030706i,0.0010874+0.0010372i,0.0010136+0.0020275i,0.00023133+0.00097443i,-0.00021282+0.0002745i,-0.00072797+0.00020787i,-0.00096317-0.00030529i,-0.00062342-0.0010094i,-0.00017011-0.0010619i,-9.26e-05-0.00054635i
-0.0012712-0.0019073i,-0.00051749-0.0010156i,-0.00052676-0.00072404i,-0.00075498+0.00016568i,-0.0013203+0.00043725i,-0.0011763+0.00017454i,-0.00024578-0.00011265i,0.00061107+0.00010794i,0.00043511+0.00017197i,-0.00062289+0.00037276i,-0.00051494+0.0008869i,0.00048312+0.00097542i,0.00037173+0.0012877i,0.00062361+0.00077022i,0.0015032+0.00042653i,0.0010201+0.00045534i,9.5375e-05+8.2925e-07i,-0.00089548-0.0002382i,-0.0010247-0.00052317i,0.00041473-0.00035696i,0.0011617+0.00026057i,0.0007402+0.00042544i,-0.00015948+8.486e-05i
-2.6106e-05+0.00013487i,-0.00061482+0.00048355i,-5.4993e-05-0.0005788i,0.00095116-0.0012414i,0.00042764-0.00064907i,-0.00035007-9.1633e-05i,-0.00015278-0.00081746i,0.00039132-0.00088528i,-9.4398e-05+0.0002804i,-0.001006+0.0010779i,-0.0003938+0.0011855i,0.00011982+0.0010103i,-0.00045299+0.00086872i,-0.00052897+0.00063434i,-0.00014143+0.00018889i,0.00068707-0.00037401i,0.0011435-0.00050542i,0.001332-0.00053251i,0.00064155-0.00033928i,-0.00031635+0.00016596i,-1.4427e-06+0.0003528i,0.00061031+2.5616e-06i,0.00056556+0.00020718i
-0.0011712-0.00010803i,-0.00052272-9.5533e-05i,0.0003563+0.00012517i,0.00064347-0.00022692i,0.00031718-0.00031337i,-0.0004927+2.7826e-05i,-0.0011504-0.00054979i,-0.00093395-0.00025789i,0.00015496+0.00089769i,0.0016725+0.0013319i,0.0011616+0.00068205i,0.0001125+0.00033552i,-0.00023695-0.00027497i,-0.0008134-0.0011995i,-0.00022118-0.0011528i,0.00025476-0.00072779i,0.00037648-0.00021487i,0.00034384-0.00010772i,-0.00054789-0.00021335i,-0.00068554+5.5184e-05i,0.00046359-2.205e-05i,0.00088307-0.00020288i,0.00068987-0.00013648i
-0.00014523+0.0011755i,0.00070476+0.0018997i,0.00087392+0.002098i,0.00019651+0.00062397i,0.00074054-0.0004791i,0.00052966-0.00055597i,0.00038346-0.00056644i,0.00041268-2.08e-05i,0.00025502+0.00038069i,0.0006351+0.00049367i,0.00056072+0.00065367i,8.3869e-05+0.0011683i,-0.00048956+0.0010374i,-0.00042524+0.00065132i,0.00015277+0.00036044i,0.00078357+0.00031592i,0.00041306+0.0010004i,-0.00066396+0.0010697i,-0.00059496+0.00050256i,0.00013112+0.00032918i,7.9548e-05+6.84e-05i,-8.9339e-05-0.00035046i,0.00027031+0.00031161i
-4.3044e-05+7.5702e-05i,-0.00025405+0.00079373i,-0.00097749+0.00055019i,-0.00039573+0.00016317i,0.00060803-0.00034613i,0.00030297-0.00041702i,0.00030429-0.00030583i,0.0003541-0.00055577i,5.984e-05-0.00019322i,0.00047371+0.00075502i,0.00088051+0.00072564i,-0.00010995+0.00024952i,-0.00055737-0.00024194i,-0.00055594-0.00037436i,-0.00015937+5.4344e-05i,0.00032524+6.3422e-05i,7.9904e-05-3.7123e-05i,0.00050596-0.00011008i,0.00073042-8.168e-05i,0.00070443+0.00024151i,0.00066165+0.00034689i,0.0002806-3.0023e-05i,-0.00028152+0.00020074i
-0.00042661+0.00044687i,-1.0554e-05+0.00075435i,0.00039563+0.00062358i,0.00089999+0.00064173i,0.00094567+0.0003491i,0.0001752-0.0010462i,-0.00031953-0.0012326i,-0.00041686-0.00027394i,-0.00028441+1.7958e-05i,0.0003335-4.5145e-05i,0.00056556-0.00027155i,0.00043358-0.0002305i,-0.00010211-0.00012245i,-0.00028302+0.00042825i,6.1654e-05+0.00035884i,-1.604e-05+0.00020373i,-0.00075589+0.00075555i,-0.00087421-6.2543e-06i,-0.00046963-0.00026959i,-0.00063659-0.00029757i,-0.00021869-0.00051661i,0.00050028-2.0713e-05i,0.00068358-3.5332e-05i
0.00016319+0.0016985i,0.0005689-0.00015516i,0.001018-0.0011593i,0.0018159-0.00082825i,0.0012498-0.0009121i,0.00018101-0.0014897i,3.6097e-05-0.00049767i,-9.0489e-05+0.00093718i,9.8769e-05+0.0016079i,0.0010934+0.0017742i,0.00050152+0.00074675i,-0.00064484-0.00018158i,-0.0006293-0.00038315i,-0.00038595+0.00010918i,-0.00054521-0.00013067i,-0.00024417-0.00031618i,0.00034851-3.8718e-05i,9.3709e-05+0.00011418i,-0.00044148+0.00050152i,-0.00025992+0.00063253i,0.00056725+0.0010765i,0.00064991+0.00043095i,0.00037299-0.00087774i
0.00054133-0.00010789i,0.00024734-0.00017032i,-0.00019647-0.00064801i,0.00041533-0.0011699i,0.0011687-0.0011049i,0.00072144-0.00042392i,-0.00045419-0.00029012i,-0.00011961-0.001142i,0.00033359-0.00056432i,0.00021893+0.00062096i,0.00064487+0.00070003i,0.001098+7.4854e-05i,0.0010601-0.00056515i,0.00051976-0.00033669i,0.0001972-0.00019944i,0.00025143-0.00016946i,0.000632+0.00033295i,0.00025973+0.00048874i,-0.00036565+4.383e-05i,0.00032015-0.00025145i,0.00081711-0.00073892i,0.00091704-0.00028319i,0.00071486+0.00043865i
0.00069521+0.00077776i,0.0002899-0.0001557i,0.0007333-0.0010292i,0.0015946-0.0014016i,0.00093257-0.0018121i,1.0426e-05-0.0016134i,-0.00022381-0.0010806i,4.3497e-05-0.00061909i,0.00088145+0.00023465i,0.0013417+0.00034362i,0.0011715+0.00034351i,0.00044584+0.001183i,-0.00067437+0.0013184i,-0.0007166+0.00013468i,-0.00014798-0.00050723i,-0.00043078+0.00038114i,-0.00055659+0.00057367i,-0.0012879+0.00057109i,-0.0014652+0.00080295i,-0.00080565+0.00091519i,-0.0010555+0.00073176i,-0.00058358-0.00012411i,4.6583e-05-0.00034986i
0.0018865-0.00017945i,0.0016695-0.00053306i,-0.00015754-0.00084243i,-0.00037292-0.00092855i,0.00048194-0.0010044i,0.00070011-0.00042458i,0.00029091+0.00011028i,-0.00027744+0.00019147i,-7.0011e-05+0.00063648i,-0.00010586+0.0010515i,-0.0004749+0.00074263i,-0.0002155+0.00095004i,-0.00043666+0.0013421i,-0.00077677+0.0008779i,-0.00041134+0.00030049i,-0.00032549+0.00042551i,-0.0003469+0.00022022i,0.00012534-0.0001954i,0.0001876-0.00012799i,0.00035967+1.3149e-05i,0.00039212-0.00037389i,0.00022243-0.00040002i,0.00036451-0.0001776i
-0.00024731-0.00052125i,-0.0010091+0.00063877i,-0.00071008+0.00099719i,7.2801e-05+0.00055132i,0.00013261+0.00011919i,-0.00056183-0.0001291i,-0.00031998-8.4737e-05i,0.00061174+8.3704e-05i,0.0006432+0.0005855i,-0.00016836+0.0016773i,-0.00055055+0.0014337i,-0.00019833+0.0011707i,1.7362e-05+0.0016292i,0.00083927+0.0013841i,0.00095266+0.00023138i,7.0462e-05-0.00041966i,-0.0006482-0.0001615i,-0.0010108+0.00046052i,-0.0010568+0.00071255i,-0.00058022+0.00041362i,-1.5679e-05+0.0002632i,0.00054408+0.00063057i,0.00096876+0.00043612i
0.00054893-6.7056e-05i,0.0011338-0.0014196i,0.0015158-0.0013715i,0.001215-0.0014529i,0.00043386-0.0019087i,8.6086e-05-0.0020555i,-0.00023532-0.0016735i,-8.8069e-05-0.00021522i,0.00028981+0.00045165i,0.00051455+0.0007718i,0.00024393+0.00047791i,0.00021183+1.8285e-05i,0.00013482-0.00031816i,0.00025334-0.00042458i,0.00010739+0.0004661i,-0.00059496+0.000813i,-0.00063511-0.00017094i,-0.0007857-0.00060706i,-0.00043195+0.00018454i,0.00018492+0.00093979i,8.5705e-05+0.00090442i,0.00043697+0.0001246i,0.00021731-3.7577e-05i
0.0025328+0.0017238i,0.0026654+0.0012171i,0.0033307-0.00052676i,0.0023701-0.0030996i,0.0002811-0.0033928i,-0.00096875-0.002483i,-0.00090849-0.00078396i,-0.00051991+0.00097819i,4.0161e-05+0.0013582i,0.0001607+0.00066782i,-7.934e-05-0.00047072i,-0.00048077-0.00015886i,-0.0011883+0.00074616i,-0.0012728+0.00050665i,-0.00055275+0.00072795i,-0.00043599+0.00080608i,-0.00094203+0.00050504i,-0.00078383+0.00039529i,4.711e-05-0.00014308i,-8.7589e-05-0.00065615i,-0.00046615-0.00045823i,-0.0002567+0.00034468i,1.6188e-05+0.00096343i
0.0011109-0.00097602i,0.00029223-0.0006177i,0.00014087-0.00068138i,0.00061641-0.00054411i,0.00066461-0.00074941i,-0.00035171-0.00095312i,-0.0005323-0.00017616i,0.00011627+0.00072187i,0.00044413+0.0010323i,0.00049303+0.00038768i,0.00063158-2.9432e-05i,0.00032562+0.00011464i,0.00031549+0.00057082i,0.00045305+0.00075487i,-0.00011182+0.00040969i,-0.00036311-0.00011401i,0.00015521-0.00040562i,-0.0001488-0.0010858i,-0.00085705-0.0011057i,-0.00060429+8.5859e-06i,0.00028133+0.00086552i,0.00063549+0.0006031i,0.00023103+0.00058853i
0.00026181+0.0017042i,0.0011064+0.0019927i,0.0027039+0.0014157i,0.00243-0.00015775i,0.0008207-0.0019318i,0.00019489-0.002249i,0.00035465-0.001267i,2.2248e-06+3.5248e-05i,-0.00037219+0.00055141i,0.00021055+0.00090395i,0.00052578+0.0010971i,0.00022972+0.0010781i,-0.00025152+0.0010167i,-0.00012301+0.00075403i,0.00019061+0.00043106i,-0.00028675+0.000823i,-0.0006769+0.00064834i,-0.00012229+0.00018709i,0.00054754-2.7209e-05i,0.00021174-0.00042714i,0.00017237+0.00023519i,0.00058494+0.0012237i,0.00034968+0.00065404i
0.00071078-0.00012855i,0.0004959-0.00032013i,0.001253-0.00034216i,0.0018821-0.0014438i,0.00069263-0.0021998i,0.00050054-0.0014464i,0.00078994-0.00019544i,0.00042445+0.0007984i,0.0001787+0.0011255i,0.00010643+0.00068359i,0.00041871+0.00034916i,0.00042887+0.00031584i,-2.2283e-05+0.00015571i,-0.00021648+0.00041351i,-0.00021362-0.00012173i,0.00023408-0.00028832i,5.2613e-05+0.00017242i,-0.0010841+7.2589e-06i,-0.00071892+0.00017909i,-5.9541e-05+0.00024314i,-0.00028841+0.00015005i,-0.00036704+0.00055082i,-0.00013931-0.00063451i
-0.0010144+0.00048495i,0.00072334-7.3367e-05i,0.0012209-0.0007779i,0.00026124-0.0013069i,-0.0001347-0.0016105i,-0.00016885-0.00078023i,-0.00068936+0.000188i,-0.0010707+0.00083638i,-0.00040996+0.0010752i,0.0002414+0.0010629i,0.0004135+0.00093109i,0.00026249+9.6211e-05i,0.00045314+0.00021691i,0.00026775+0.0007663i,-0.0004843+0.00063415i,-0.00071281+0.00080974i,-0.00036998+0.0015807i,-0.00049346+0.0013033i,-0.00017795+0.00062098i,-0.00011556+0.00063868i,-0.00059511+0.00045062i,0.00054946-2.2156e-05i,0.0012503-3.1897e-05i
0.001353+0.00064947i,0.0011007+0.00011022i,0.00081155-0.00025123i,0.00011206-0.0016422i,-0.0011322-0.0028098i,-0.0011989-0.0029077i,-0.00075832-0.0014744i,-0.00033173+9.1992e-05i,-1.0696e-06+0.00070071i,0.00031353+0.00025613i,0.00066203+8.4605e-05i,7.9202e-05+0.0004543i,-0.0002112+0.00042183i,0.00036853+0.00028232i,2.9087e-05+0.0012602i,-0.0003257+0.0012775i,-0.00024863-1.234e-05i,-0.00063899-0.00051924i,-0.0003775-0.00046178i,9.4556e-05-0.00028903i,0.00023269-0.00031597i,0.00054343-0.00032497i,0.00054804-0.00024497i
7.8215e-05-0.00059352i,-0.0001447-0.00077306i,-0.00029944-0.00011109i,-2.2067e-05+0.0002699i,0.00015322-0.00052648i,0.00030395-0.00094926i,-0.00012652-0.0004333i,0.00026667+4.3881e-05i,0.00097985-0.00026413i,0.0013507-0.00017144i,0.00092226+0.00081874i,0.00051921+0.0009518i,6.6359e-05+0.00065252i,-0.00033965-0.00015606i,-0.00023054-0.00034565i,-0.00040779-5.5449e-06i,-0.00071007+4.478e-05i,-0.00048787+0.00015844i,-0.00015045+0.00069211i,-0.00013517+0.00068198i,9.7594e-05-6.9012e-05i,0.00016282-0.00048335i,0.00060169-0.00030983i
0.0013142+0.0025866i,0.0020385+0.0013435i,0.0026039-6.7727e-05i,0.0032482-0.0014053i,0.0020237-0.0020993i,-3.5863e-05-0.0019183i,-0.00046353-0.00083113i,-0.00059279-0.00023384i,2.6997e-05-9.9501e-05i,0.00029523-0.00015503i,0.00072665+0.00013524i,0.00082359+4.4638e-05i,0.00018454-0.00012341i,-2.4113e-05+8.7018e-05i,0.00035963-0.00023334i,0.00022664+0.000268i,-0.00021846+0.00071212i,-0.00017478+0.00044195i,-0.00047286+0.00053618i,-0.00010986-0.00015507i,0.00078501-0.0012313i,0.00052528-0.0011472i,0.00050698-0.00035616i
-0.00050678+0.00095334i,0.00027039+0.00077328i,0.0013206+4.8735e-05i,0.0016176-0.00071054i,0.0016402-0.0013117i,0.0010259-0.0017563i,-8.8618e-05-0.0015652i,-0.00021512-0.00050064i,-9.0539e-05+0.0013698i,0.0011112+0.0023147i,0.0012593+0.0020802i,-0.0001914+0.0015032i,-0.00085212-0.00010616i,-0.0010934-0.00021948i,-0.00056674+0.00018021i,3.2219e-05-0.00034406i,-0.00041146+0.00039785i,-0.00039623+0.00075298i,0.00013288+5.9119e-05i,-0.00011328-0.00060767i,-0.00014453-0.00047319i,0.00011847-0.00035524i,0.00068687+7.8989e-06i
0.0018193+0.0019717i,0.0015114+0.0014102i,0.0015564+0.00045274i,0.001561-0.00015129i,0.00029341-0.00047992i,-0.0010451-0.00080892i,-0.00088774-0.0010689i,-0.00017981-0.00021321i,0.00028189+0.0011143i,0.0010761+0.001346i,0.0012135+0.0010285i,0.00041179+0.00086232i,-0.00045102+0.00053503i,-0.00028683+0.0010121i,0.00010227+0.0016756i,-9.5548e-05+0.0011314i,-0.00051594+0.00076611i,-0.00039303+0.00033839i,0.00022033+0.00025271i,0.00016087+0.00038267i,0.00020953+0.00024788i,0.0005951+0.00023647i,0.00031964+9.4009e-05i
-0.00037411-0.0010767i,-0.0013855-0.00072951i,-0.0012416-7.1503e-05i,-0.0010444-0.00017477i,-0.0003504-0.0007695i,-0.00017475-0.00076651i,-0.00017364-0.00071471i,0.0003337-0.00047215i,-4.7876e-05+0.00046573i,-7.8462e-05+0.00023404i,0.00012805-0.00057686i,-1.7513e-05-8.3364e-05i,0.00037093+0.00022389i,0.00054619+0.00019318i,0.00035179+0.00033344i,0.00038606+6.8842e-05i,0.00051977+0.00026924i,0.00035642+0.00081735i,-0.00011564+0.00067573i,-0.00030695+0.00042335i,-2.1164e-05+0.00024675i,-0.00026555+0.00064081i,-0.00015892+0.00064868i
-0.00021948-0.00083919i,0.00069898+1.95e-05i,0.00043701+0.00047697i,1.5866e-05-0.00021168i,-0.00058917-0.0003349i,-0.00091549+6.5939e-05i,-8.7628e-05-0.00034232i,0.00011357-0.00023588i,0.00015851+0.00045177i,3.512e-05+0.00074412i,0.00018643+0.00039894i,0.00053902+7.8027e-05i,-0.00016081+0.00011948i,-0.00055612-1.962e-05i,0.00020439-0.00031627i,0.00037224-0.00010244i,0.0003676+0.00068298i,0.00046319+0.0008169i,0.00016803+0.00047474i,-0.00023333-0.00011525i,-0.00056857-0.0004147i,-0.00027706+0.00020002i,-0.00023108+0.00030803i
