-0.0055718-0.00054364i,-0.0056725-0.0019401i,-0.0065381+0.00047583i,-0.0055885+0.0027788i,-0.003169+0.0026875i,-0.0011257+0.0024326i,-0.00038089+0.0029669i,0.00044036+0.0026583i,0.00055471+0.002106i,0.00046723+0.0017743i,-0.00014954+0.0012138i,-0.0011365+0.00081279i,-0.00059743+0.00013255i,-0.00019018-0.001368i,0.00013702-0.0015102i,-0.00026242-6.666e-05i,-0.00065568+0.00095337i,-1.984e-05+0.00056963i,0.00078697-0.00031705i,0.00086603-0.00026643i,0.00065544+0.00017555i,0.00047573-0.0005993i,-1.8922e-05-0.0009669i
-0.00096782+0.00072391i,-0.0019951+0.00035354i,-0.001331+0.00068488i,-0.00022553+0.0015644i,0.00021457+0.0024727i,-0.00035398+0.0025699i,-0.00045053+0.0014987i,-6.1134e-05+0.00072501i,-0.00047418+0.00031268i,-0.00083568+0.00044378i,-0.0010149+0.00081016i,-0.00062649+4.3929e-05i,-2.9418e-05+0.00041569i,-0.00029207+0.001082i,-0.00021015+0.00043404i,0.00032867+0.00090136i,0.00029288+0.00057916i,-3.2838e-06-0.00043241i,0.00028405-0.0002757i,0.00081991-0.00020341i,0.00094447+9.2877e-05i,0.00055056+0.0005875i,0.00034649+0.00070887i
0.00013931+0.00057405i,-0.00059432-0.00014258i,-0.0013775+0.0009317i,-0.0019409+0.0016492i,-0.0011179+0.0018951i,-0.00048733+0.0030643i,-0.00018994+0.0032377i,0.00094269+0.0017028i,0.00085704+0.00097427i,-0.0002797+0.00081798i,-0.00030114+0.00020205i,-0.00028702-0.00034271i,-0.00024709-0.000917i,-0.00011967-0.00097291i,-0.00060536-0.00015258i,-0.00083522+0.0001297i,0.00016557-0.00071165i,0.00075121-0.00086004i,0.00070324+0.00012579i,0.00081002+0.00059194i,7.4196e-05+0.0006095i,3.0864e-05+0.00053295i,0.0004085+0.00052745i
0.0016957-0.00082258i,0.0010869-0.0011371i,3.4463e-05-0.0027096i,-0.0015263-0.0018389i,-0.0018772+0.0010303i,-0.0013636+0.0028112i,0.00013975+0.0025207i,0.0013669+0.0012924i,0.0011426+0.00019675i,0.00034964-0.00053025i,0.00054716-0.0006087i,0.0008092-0.0003047i,-0.0002612-2.2123e-05i,-0.00082251-0.00010576i,-9.7874e-06+0.00035973i,0.0007118-0.0001637i,0.00043997-0.0013785i,0.0003172-0.00072398i,0.00038384-6.0934e-05i,0.00025318-0.00092624i,-0.00022141-0.0005704i,-0.00065363+0.00038477i,-8.9142e-05+0.00061977i
0.00028693-0.0013296i,-0.0014323-0.0015872i,-0.0027446-0.00063124i,-0.0031308+0.0014692i,-0.002431+0.0027114i,-0.0008164+0.0031795i,0.00036544+0.0025074i,0.0004858+0.0013147i,-0.00014106+0.00076703i,-0.00028811+0.00063418i,0.00022735+0.00017765i,0.00062873-8.1011e-05i,-6.2732e-06-0.00035098i,0.00010693-0.00012566i,0.00049138+0.00055399i,0.00049119+0.00075558i,0.00019741+7.8769e-05i,1.5967e-05-0.00024885i,0.00011415-3.4326e-05i,0.00022799-0.00010188i,2.6033e-05+0.00026173i,-0.00027894+0.00011462i,-0.00016241-0.00042384i
-0.0014028+0.0010867i,-0.00049406+0.0011537i,-1.123e-05+0.0011142i,-0.00052447+0.0019031i,-0.00055128+0.0029254i,-6.8091e-05+0.0032729i,0.00058756+0.0020444i,0.00022979+0.00091124i,-0.00038517+0.00052647i,-0.0004604-0.00014518i,0.0001973+4.167e-05i,0.00028516-0.00016533i,0.00060287-0.00026642i,0.0015453-7.7877e-06i,0.00055507-0.00018369i,-0.00040403+4.4052e-05i,0.00075895+0.00017945i,0.001382+0.00037268i,0.00091531+0.0010193i,0.00017785+0.0014779i,-0.00062354+0.00076171i,-0.00092942-0.00015924i,-0.00080849-0.00025719i
-0.0024081+0.0011465i,-0.0026108+0.00054489i,-0.0029474+0.0010756i,-0.0022884+0.0018697i,-0.00067661+0.0030925i,0.00017679+0.0033578i,0.0001118+0.0026311i,5.3022e-05+0.0017426i,0.00099348+0.0015977i,0.0013636+0.0017779i,6.101e-05+0.0012847i,-0.00053921-0.00048784i,-0.00084804-0.0015839i,-0.0010705-0.0010629i,-0.00029673-0.00081488i,3.6844e-05-0.00080761i,0.00010485+3.5946e-05i,0.00034776+0.00046282i,0.0001308+0.00023333i,0.00016676+0.00017376i,-0.00022673+0.00013382i,-0.00053539-0.00037016i,1.2573e-05-0.00034114i
-0.00045327+0.0016176i,-0.00069688+0.0019602i,-0.00049567+0.0010004i,0.00022687+0.00062698i,0.00087948+0.0017519i,0.00054076+0.0020852i,0.00022199+0.0010419i,4.7164e-05+0.00035977i,0.00048973+0.00043734i,0.00042819+0.00043847i,-0.00076145+0.00079551i,-0.00086925+0.000684i,-5.1074e-05-0.00016883i,0.00025053-0.00050939i,0.00022045-0.00017098i,0.00052192+0.00049674i,0.00086267+0.00025488i,0.0010353+0.00016945i,0.00088799+0.00045146i,0.00037674+0.00026829i,0.00041384+0.00016528i,0.00010466+0.00015304i,0.00011876+0.00030874i
-0.0019528-0.0011146i,-0.001907-0.0011242i,-0.0021715-0.00045194i,-0.0029044+0.00029975i,-0.0025882+0.0023592i,-0.0010913+0.0035936i,0.00012026+0.002184i,0.0002923+0.00088645i,0.00038708+0.00056415i,0.00036141+0.00035509i,0.00038857-0.00016265i,0.00044865+0.00032225i,0.00034571+0.0010125i,5.9534e-05+0.00074838i,6.5215e-05+0.00037937i,-0.00044708+0.00013192i,-0.00033623+0.0001398i,0.00022545-0.00032147i,0.00059238-0.00054605i,0.00055168-0.00018171i,0.00032441+0.00040662i,-0.0006287+0.00048618i,-0.00081677+0.00012619i
-0.00031249+9.1794e-06i,-0.0011349+0.000471i,-0.0016172+0.00060438i,-0.0012648+0.0022785i,-0.0005514+0.0043629i,-0.00061284+0.0041161i,-0.00015292+0.0025167i,0.00045055+0.0013708i,0.00014377+0.0012365i,8.3527e-05+0.00086934i,0.00064979+0.00056429i,0.00078345-2.0323e-05i,0.00012938-0.0003514i,0.00028536-8.2922e-05i,0.00034897+0.00013742i,-0.00011643+0.00057085i,-0.00028434+0.00068478i,4.1706e-05+0.00083973i,0.00012916+0.00070837i,-0.00026807-0.0001775i,-0.0004747-0.00060084i,-0.00058186-0.00012899i,-0.00078562-0.00039178i
0.00021178-0.00013413i,-0.00066517-0.0010289i,-0.0020338-0.0018929i,-0.002132-9.7712e-05i,-0.0013639+0.001858i,-0.0003866+0.0029971i,0.00049493+0.0029794i,7.9247e-05+0.00089861i,-7.2804e-05-0.00030939i,-0.00075743-0.00020561i,-0.0012011-0.00066807i,-0.00034983-0.00041129i,-0.00013105+0.00040047i,-0.00048201+0.0004337i,0.00012696-0.00026397i,0.00037215-0.00046056i,1.3202e-05-0.00012011i,-0.00033137-9.0221e-05i,6.7426e-05+0.00022063i,0.00093407+0.0008089i,0.00055484+0.00082488i,-0.00063366+0.00059417i,-0.0010225+0.00088046i
-0.00046454-0.001552i,-0.00060819-0.0014055i,-0.0014665-0.00014102i,-0.0019096+0.0014401i,-0.0010238+0.0024258i,0.00072884+0.0024247i,0.0012936+0.0015796i,0.00040558+0.00086248i,0.00038342+0.00079692i,0.00016111+0.0011593i,8.3497e-06+0.00058485i,-2.1808e-05-0.00043312i,-0.00016131-0.00035828i,-0.00033827-1.2186e-05i,-0.00061736+0.0001686i,-0.0006576+0.00022541i,-0.00017712-0.00023514i,6.0541e-05-0.00023784i,0.00026825-0.00019303i,-0.00011294-0.00038816i,-0.0002871+4.9425e-05i,-0.00047662+4.6154e-05i,-0.00068919-0.00052474i
-0.00083439+0.00044009i,-0.00094243+0.00017942i,-0.0015096-0.00021234i,-0.0020668-4.5413e-05i,-0.0014364+0.0020545i,-0.00018882+0.0033958i,0.00014744+0.0016913i,0.00035129+0.00039476i,-0.00012907+0.00016271i,-4.0549e-05-0.00070587i,0.00011264-0.0006261i,-0.00028013+0.00068816i,-8.4526e-05+0.0015106i,-0.00025184+0.0012131i,-0.00050551+0.0010202i,-0.00062712+0.00092505i,-0.0003487+0.00076717i,-1.1298e-05+0.00044191i,-0.00028707-0.00039503i,0.00019782-0.0007929i,0.00046761-0.00020973i,0.00034722+0.0004484i,0.0006264+0.00051021i
0.0006553-0.0011697i,0.00036304-0.001771i,-0.0011741-0.001381i,-0.0017012+0.00082713i,-0.0013517+0.0026664i,-0.00065293+0.0033195i,0.00013452+0.0017988i,0.00043361+0.00060774i,-0.00028904+0.0002599i,-0.00028849-0.00072695i,0.00082019-0.00053733i,0.00079238-8.6385e-06i,-0.00017619+0.00044735i,-2.2073e-05+0.00078616i,0.00055396+0.00050916i,0.00030592+0.00050445i,-0.00045169+0.00014684i,-0.00015361-9.0421e-06i,0.00061588+0.00028604i,0.00035274+0.00082137i,-0.00017873+0.0011288i,9.256e-06+0.00045492i,-4.8225e-06+0.00022848i
0.00010627-0.00088497i,-0.0015645-0.0011723i,-0.0027202-0.0011067i,-0.0025005-0.0006314i,-0.0020927+0.0011141i,-0.00051092+0.0025349i,5.1263e-05+0.0024172i,0.00047805+0.0018429i,0.00092657+0.0010143i,0.00052376+0.0007682i,-0.00052817+0.00062449i,-0.00077809+4.0846e-06i,0.00021591-0.00029358i,0.00050441-0.00057944i,0.00065109-0.00050914i,0.0012836-4.3908e-05i,0.0014385+0.00058431i,0.00049542+0.00069878i,4.9944e-05+0.00021724i,-0.00011148+4.9994e-05i,-0.00046792-0.00024746i,-0.0010088-0.00032187i,-0.00094959-0.00049511i
0.0013473+0.0010154i,0.00089773-7.7952e-05i,-0.00020408+3.2297e-05i,-0.00067554+0.001034i,-0.00060624+0.0022519i,-0.0008945+0.002464i,-0.0002415+0.0017327i,0.00016203+0.0013187i,0.00031614+0.00095366i,0.00047651+0.00068354i,0.000471+0.00072436i,0.00026008+0.0006168i,-1.9541e-05+2.8646e-05i,0.00026438-0.00029599i,0.00026302-0.00020633i,-0.00056094+0.00021001i,-0.00085573+0.00019955i,-0.00018503+0.00014398i,9.3149e-05-0.00020503i,-0.00057155+0.00017747i,-0.00050613+0.00082563i,5.2533e-05+6.6042e-05i,8.5849e-05-0.00053951i
0.0012177-0.0025353i,0.00054492-0.0017963i,-0.0016835-0.00082072i,-0.002042+9.3761e-05i,-0.00078407+0.0019348i,0.00024297+0.0027578i,0.00021712+0.0012641i,0.00018008+0.00038363i,0.00076873+0.00096743i,0.00071875+0.0014451i,0.00035703+0.00090897i,0.00018002+0.00016568i,-0.00011218+3.4719e-05i,-0.00031818+0.00022842i,-2.6909e-05+0.00059907i,0.0010036+0.00044491i,0.001325+0.00080369i,0.00049514+0.00057207i,-0.00072096-0.00033814i,-0.0008236-0.00056493i,-0.00049985-0.00019252i,-0.00026532+0.00027418i,0.00019882+0.00035735i
0.0012686-0.00083699i,0.0013734-0.00080303i,-0.00011816-0.0010809i,-0.0012068-0.00031783i,-0.0018002+0.0010466i,-0.001402+0.0025795i,-0.00050412+0.0032624i,-0.00031185+0.0023135i,8.3113e-05+0.00070457i,0.00051491-0.00072363i,-8.3076e-05-0.0005468i,-0.00085923-0.00013455i,-0.00051899-5.3207e-05i,-0.00022135-0.00010376i,6.6876e-05-7.8275e-05i,0.00052345+0.00010777i,0.00072699+0.00023665i,0.00022456-4.6773e-05i,-0.00031832+8.6732e-05i,-0.0004418+0.00054344i,-0.00027876-6.7717e-05i,0.0003031-0.00062418i,0.0009233-0.00051883i
4.2725e-05+0.0010586i,-0.00084288+0.0017992i,-0.0015897+0.0016972i,-0.0010772+0.0012304i,-0.00034377+0.0021017i,-0.00010298+0.0030226i,5.0922e-05+0.0016296i,0.00042203+0.0007955i,0.0012221+0.0014839i,0.0010693+0.00081789i,0.0010593-0.00027592i,0.00087616+0.00019621i,0.00027866+0.00079125i,-0.00015589+5.1744e-05i,-0.0002152-2.3701e-05i,-6.0621e-05+0.00051931i,-0.00030413+0.00030539i,-0.00048293+4.0902e-05i,-2.0238e-05-5.1676e-05i,0.00033764+0.00025773i,-0.00015176+0.00077333i,-0.00047899+0.00025819i,0.00010498-0.0003106i
0.00044021-0.0017059i,0.0010499-0.0017505i,0.00045385-0.0017293i,-0.0015449-1.9825e-05i,-0.0022884+0.0016292i,-0.00082225+0.0019096i,0.00066822+0.0017594i,0.00043816+0.00077538i,0.00022949+0.0002029i,0.00034681+4.0044e-05i,-0.0002088+7.4984e-05i,-0.00057615+0.00053639i,-0.00034385+0.00086894i,0.00019733+0.0010617i,0.0009418+0.00059546i,0.00063283+0.00074965i,0.00018411+0.0010491i,5.114e-05+0.00038033i,-0.00050104-0.00010291i,-0.00074536-0.00049849i,-0.00058101-0.00055419i,-0.00085174+0.00017249i,-0.00069571+7.5918e-05i
0.0007441+7.4332e-05i,0.00085584-2.7876e-05i,0.0009857-9.8678e-05i,5.5365e-05+0.00063794i,-1.4277e-06+0.0019495i,-0.00031876+0.0022557i,-0.00064607+0.0008434i,-0.0004309+0.00066349i,0.00015529+0.0013353i,0.0008244+0.00082794i,0.0005571+0.00030035i,0.0003067-0.00023561i,2.0601e-05-0.00073379i,-0.00049576-0.0010123i,-0.00028491-0.00046637i,0.00025993-9.3349e-05i,0.00070526-0.00021565i,0.00020434+0.00033242i,-0.00053837+0.00072177i,-0.00057979+0.00010098i,3.48e-05-0.00043635i,0.0006393-0.00053012i,6.9756e-05-0.0010462i
0.00064381+0.00013548i,0.0010997+0.00060807i,0.0002659+0.00098008i,-0.00077878+0.001653i,-0.00098954+0.0026565i,-0.00028865+0.0033963i,0.0004403+0.0028374i,0.00033051+0.001824i,0.00048428+0.00055186i,0.00099336+0.0001185i,0.00056329+0.00027644i,0.00052551+0.00011448i,0.00066336-0.00047822i,0.00034054-0.00043522i,-0.00055644+0.00030468i,-0.00092853+0.00022547i,-0.00074494+0.00026658i,-0.00031472+0.00044543i,-0.00039613+0.00034858i,-0.00057136+0.00033427i,-0.0001242+5.5289e-05i,0.00016555-0.00023755i,0.00013686-5.5408e-05i
2.4192e-05-0.00078054i,-0.00085832-0.0010708i,-0.00069302-0.0012996i,-0.0010537-0.0002932i,-0.0013417+0.00089466i,-0.0015913+0.0019143i,-0.00079427+0.0017004i,-0.00012615+0.00095544i,-5.1137e-05+0.00051153i,0.00057497-7.6003e-05i,0.00025467+3.0432e-05i,3.9362e-05+0.00038769i,0.00051094+0.00031532i,0.00041056+0.00032515i,0.00016148+0.0002094i,0.00033961-3.1245e-06i,0.0010017-0.0005763i,0.00070222-0.00044524i,-9.9942e-05+0.00029954i,-0.00026942-8.6986e-05i,-1.9088e-05-0.000225i,-0.00022787+0.00030696i,-0.00061843+0.00065272i
0.00187+0.0010652i,0.0027702+0.00089059i,0.0023414-7.915e-05i,0.0009955+0.00021799i,0.00064955+0.0013394i,0.0004141+0.0025718i,0.00036804+0.002463i,0.00043123+0.0019435i,0.00050816+0.0019156i,0.0012179+0.00090227i,0.0011696-0.00013052i,0.00053085+4.9404e-05i,-0.00045747-0.00034345i,-0.00085397-7.9301e-05i,0.00035513+0.00027666i,0.0004298+0.00048245i,-0.00048285+0.00029667i,-0.00099588-0.00034616i,-0.00090366-0.00058466i,-0.00044617-0.00034587i,-9.8785e-05+0.00028962i,-0.00045704+0.00030746i,-0.00045175-9.3878e-05i
-0.0020842-0.00042437i,-0.0024945+0.0004864i,-0.003461+0.0015731i,-0.0033434+0.0025429i,-0.0012113+0.0032064i,0.00113+0.0029984i,0.0014417+0.0012623i,0.00017514-0.00040063i,-0.00026529-0.00011887i,0.001117+0.00057126i,0.0013293+8.2595e-05i,2.2519e-05-0.00020356i,-0.00055378-0.00023821i,-0.00062973+0.00041888i,-0.00027745+0.0012339i,0.00090795+0.00063153i,0.001368-0.00032043i,0.0010734-0.00016573i,0.00023926+0.00017446i,-0.00035608+0.0006514i,-0.00033191+0.00077997i,-0.00010909+0.00014801i,-0.00014515+0.00021456i
-0.0009079+0.0015716i,-0.00089439+0.0013177i,-0.0008938+0.0007109i,-0.00045111+0.0016722i,-0.00044215+0.0026897i,-0.00040956+0.0022289i,0.00019417+0.0019264i,-0.00018349+0.0016395i,-0.00047789+0.00082706i,0.00017415+0.00050109i,0.00018806-3.7486e-05i,0.00066279-0.00049334i,0.0011532-0.00054845i,0.00084185-0.00058315i,0.00039302-0.00059069i,-9.9505e-05-0.00019279i,4.7585e-05-5.0824e-05i,0.00019844-0.00016821i,8.1094e-05-0.00012256i,4.873e-05-0.00034116i,-0.00013255-9.6133e-05i,-0.00040557+8.5178e-05i,-0.00039854+0.00071702i
0.00094334+0.0025829i,0.00010793+0.0015209i,3.2287e-07+0.0017729i,-0.00012257+0.0020808i,-0.0010363+0.0016487i,-0.00067493+0.0016846i,-0.00022472+0.001325i,0.00029596+0.00091128i,0.00099985+0.00080809i,0.00046902+0.00091988i,2.897e-05+0.00056766i,0.00022615+0.00044341i,-9.4828e-05-0.00013834i,-0.0003207-0.00079234i,-0.00015302-0.00018532i,0.00040662+0.00099022i,0.00029895+0.0012884i,6.8997e-05+0.00034704i,0.0011965-0.00033346i,0.0013637-7.9067e-05i,0.00056441+0.00042213i,0.00045193+0.00052178i,0.00054719+0.000243i
0.0024227-0.00074624i,0.0015999-0.0010902i,0.00030388-0.0017231i,-0.00035117-0.0010412i,-0.0010044+0.00013898i,-0.0013406+0.0013347i,-0.0012418+0.0015444i,-0.0008195+0.001168i,-5.2187e-06+0.00036325i,0.00013543-0.00048914i,-0.00034819-0.0010298i,-0.00074529-0.00045703i,-0.00085845+3.1028e-05i,-0.00086697-0.00021319i,-0.00077083+0.0004778i,-0.00027914+0.00063266i,-0.00018968-6.5629e-05i,-0.00028687-0.00038309i,0.00087232-0.00061642i,0.0014882-0.00019428i,0.00077465-9.57e-05i,2.792e-06-0.00068583i,-6.5966e-05-0.0006093i
0.0020839-0.0014168i,0.0012683-0.00065153i,0.00010986-0.00076656i,-0.0012721-0.00011814i,-0.0015545+0.0022i,-0.00041668+0.0032547i,2.2291e-06+0.0020896i,2.8526e-05+0.00095562i,0.0005719+0.00041401i,0.00057402+0.00024203i,-0.00054952-0.00041351i,-0.00093727-0.00091827i,-0.00040924+0.00037777i,-0.00054406+0.00081788i,-0.00058383+0.00038432i,-0.00076121+0.00012132i,-0.00052825-0.00059386i,-0.00046737-0.00034388i,-0.00036167+0.0003204i,0.00048073+0.00029562i,0.00071414+0.00037607i,3.6611e-05-0.00020235i,-0.0002456-0.00043804i
0.0005171-0.00053122i,0.0019305-0.0011455i,0.00086179-0.00093233i,-0.0011108+0.0002571i,-0.0012375+0.0015015i,-0.00044911+0.0020782i,-0.00043476+0.0021528i,-0.00072869+0.0016651i,-0.00015759+0.00041291i,6.0957e-05-0.00013009i,0.00012885-0.00030234i,0.00032764-0.00065814i,0.00055261-0.00056868i,0.00061179-5.8598e-05i,2.1227e-05+0.00035931i,-4.0901e-05+0.00029167i,0.0008943-1.2518e-05i,0.0010323+0.00015423i,0.00043824+0.00049712i,-0.00018753+0.0007283i,-0.00067343+0.00037024i,-0.00058022-0.00036957i,-3.6481e-07-0.00035564i
-0.0013105-0.00020918i,-0.0018109-0.00043624i,-0.0015955+0.001109i,-0.0022163+0.0012294i,-0.0017089+0.0010634i,-0.00082848+0.0017161i,-0.00074084+0.0013324i,-0.00079466+0.0009788i,-0.00018576+0.00073077i,0.00048373+0.00023695i,-0.00016067-2.0198e-05i,-0.00085893-0.00060502i,-0.00025434-0.0015099i,8.3827e-05-0.001144i,-0.00029126-0.00013591i,-3.9481e-05+0.00038367i,0.00025867-0.00015241i,0.00057985-0.00065079i,0.00050559-0.00053333i,0.00019506+0.00023785i,-0.00039+0.00092266i,-0.0011122+0.0007781i,-0.0013096+0.00041875i
0.0019877-0.00068486i,0.0015513-0.00049786i,0.0011253-0.00063899i,0.00013594-3.1323e-05i,-0.00087631+0.0015047i,-0.001837+0.0026064i,-0.0013973+0.0019097i,-0.00021849+0.00095964i,6.7732e-05+0.0006964i,1.0424e-05+0.00018078i,-0.0003149-1.7942e-05i,-0.00044408+0.00047558i,-8.7776e-05+0.00051781i,-0.0004757+9.8177e-05i,-0.00073982+0.00050919i,-0.00026329+0.00027775i,-0.00032284+7.1096e-05i,-0.00025938-5.1382e-06i,0.00055345+0.00014334i,0.00019914+0.00083268i,-0.0009056+0.00040228i,-0.00079614+0.00036636i,0.00020286+0.00077218i
-0.0004718-0.00099935i,-0.00090548-0.0014954i,-0.0011822-0.0012216i,-0.0016614+0.00024999i,-0.0011674+0.0013562i,-7.0734e-05+0.0021001i,0.00026173+0.0016066i,0.00085545+0.00016842i,0.0012845-0.00027076i,0.0012219-1.5729e-05i,0.00068892+0.00017307i,0.00018428+0.00031156i,-5.5665e-05-0.00016905i,0.00012711-0.00063474i,0.00010733-0.00027892i,-0.00026266+0.00023011i,-0.00030813+0.00078718i,5.0406e-05+0.0011611i,2.3613e-06+0.00053262i,9.0011e-05-0.00066946i,0.00068865-0.0012913i,0.00065937-0.00063461i,-2.481e-05+0.00013718i
0.00042032-0.00033396i,2.3094e-05-0.0012118i,-0.00063086-0.0014857i,-0.0013118-4.5163e-05i,-0.0020418+0.0015083i,-0.0014981+0.0016773i,-0.00059471+0.00089548i,0.00022467+0.00067524i,0.00066563+0.00077336i,0.00050783+0.00027944i,0.00041817+0.00035616i,0.00040683+0.00038234i,0.00025302+0.00025613i,-1.6393e-05+0.00057214i,0.00017486+0.00049271i,0.0005693-0.00025357i,0.00087115-0.001063i,0.0010462-0.0012742i,0.00053277-0.0007058i,4.9107e-05+0.00015438i,0.00022691+0.00047048i,4.0025e-05-0.00011801i,-0.00030552-0.00050805i
-0.00030928-6.6175e-06i,-0.0011122-0.00064689i,-0.0020424+0.00024199i,-0.0024964+0.0014464i,-0.00098429+0.0021953i,3.9515e-05+0.0018956i,0.0008111+0.0011219i,0.0013278+0.0011906i,0.00025076+0.00126i,0.00018825+0.00040535i,0.00053724+0.00023184i,0.0002868+0.00066394i,-0.0002947+0.00040349i,-0.00076991-0.00027549i,5.2146e-05-3.1639e-05i,0.00068664+0.00056746i,0.00034221+0.00047421i,-0.00056171+0.00036828i,-0.00018333-2.0174e-06i,0.00062522-0.00044691i,0.00013756-0.00040057i,-0.00064989-0.00080895i,-0.00031861-0.0010801i
-0.00099685-0.00023499i,-0.0005675-0.0013857i,-0.0004511-0.00015677i,-0.00089403+0.0019077i,-0.00041457+0.0021168i,-6.2366e-05+0.0017611i,-7.4656e-05+0.0011676i,-0.00020558+0.00091752i,-0.00026639+0.0013751i,-0.00047415+0.00077987i,-0.0012624-0.00024172i,-0.0012526-0.00041254i,-0.00021073+8.613e-05i,-7.5755e-06+0.00045565i,-0.00067131+0.00063819i,-0.00084036-1.6633e-05i,-0.00055498-0.00049588i,-0.00046552+0.00013128i,0.00020717+0.00041766i,0.00035419-0.00014272i,0.00032941-0.00091504i,0.00049634-0.00035278i,0.00019939+0.00036577i
-0.00044513+0.001231i,-0.0003127+0.0012368i,-0.0011792-0.00049252i,-0.00046887-0.00077962i,4.9655e-05+0.0011673i,-0.000499+0.0020431i,-0.00035311+0.0015165i,-5.8015e-05+0.0010611i,8.984e-05+0.00017508i,0.001381-0.00015101i,0.0014817-0.00020689i,0.00047064-0.00020005i,0.00014983-4.8844e-05i,-0.00012803-0.00035734i,-0.00031865-0.00011965i,-0.00028496+0.00075659i,-0.00021081+0.0011245i,-0.00048039+0.00030476i,0.00045619-0.00025313i,0.00096718-5.1318e-05i,-0.00019302-0.00034467i,-0.00012907-0.0003334i,0.0010864-0.00029021i
0.00066972+0.0011161i,-0.0002055+0.00093036i,-0.0012063+0.00054508i,-0.0010895+0.0018257i,-0.0010484+0.0029072i,-0.00066058+0.0024777i,3.4813e-06+0.0017293i,3.4793e-05+0.00067909i,0.00057092+9.3764e-05i,0.001253+0.00067676i,0.001154+0.00096752i,0.00049957-0.00025326i,0.00017909-0.0012705i,0.00042377-0.0011146i,0.0010827-0.00050533i,0.0017027+7.4287e-05i,0.0014614+0.00056741i,0.00098503+0.0010774i,0.00029295+0.0013691i,-0.00033021+0.00085461i,-0.00025755-8.0671e-05i,-0.00053374-0.00021363i,-0.00074728+0.00023141i
0.00028532+0.0013195i,-0.00030891+0.00055484i,-0.00080923+0.00074256i,-0.0004486+0.0017716i,6.8021e-05+0.0022318i,-0.0003437+0.0030644i,-1.567e-05+0.0030288i,5.3754e-05+0.0013356i,0.00027002-0.0001064i,0.0016607-0.0002721i,0.0015988+0.00034208i,-0.00016518+0.00079061i,-0.00062189+0.00036969i,0.00023966-0.00018096i,0.00058362+0.00018821i,0.00032074+0.00069446i,-0.00039072+0.00038519i,-0.00016798+0.00040015i,0.00045429+0.00057399i,0.00024356+1.4734e-05i,-0.00025055-0.00024681i,-0.00057302-0.00061306i,-0.00044176-0.00061908i
-0.00082843-0.0026662i,-0.00057601-0.0024029i,-0.00048492-0.00042328i,-0.00097789+0.0021758i,-0.00074613+0.0032056i,0.00065083+0.0027512i,0.00063942+0.0013143i,5.8624e-05+0.00043982i,-0.00017796+0.00036845i,-0.00036066-6.4139e-05i,-0.00035137+0.00022861i,-0.00026784+0.0006662i,-0.00029691+0.00022445i,-0.00012708-0.00028263i,-0.00058632+3.3105e-05i,-0.0015371-0.00021704i,-0.0014578-0.00042136i,-0.00047002+0.00012282i,-0.00027568+0.00031113i,-0.00044747+0.00061606i,-0.00012642+0.00073474i,0.00014132+0.00057153i,-0.00062232+0.00011451i
-0.0015157-0.0013929i,-0.002023-0.00030225i,-0.0021794+0.00010716i,-0.0013309+0.0012459i,-0.00088896+0.0028807i,-5.5335e-05+0.0029382i,0.00083868+0.001978i,0.00053569+0.0015254i,-0.0001362+0.001442i,9.3372e-05+0.0010366i,1.4647e-06+0.00073789i,-0.00037574+0.00091994i,-0.00029435+0.00098307i,0.00023295+0.00010893i,0.00046956-0.00047676i,2.1359e-05-0.00051464i,-0.00058877-3.2196e-05i,-0.00078468+0.00022821i,-0.00020388-0.00034642i,-0.00033869-0.00036573i,-0.00065378-0.00027092i,-9.1986e-05-0.00082788i,0.00046044-0.0010085i
-0.0015607+0.00024341i,-0.0022901+0.00055216i,-0.0032871+0.0014i,-0.0033785+0.0024064i,-0.0022564+0.0030478i,-0.00035912+0.0027646i,0.00066953+0.0017945i,-0.00022098+0.00076724i,-0.0008926+0.00074895i,-0.00016025+0.001319i,0.00087509+0.000907i,0.00076685+0.00053579i,-0.00039926+0.00060122i,-0.00069876+4.2831e-05i,-0.0001362-0.00033217i,0.00035869+0.00067373i,7.9134e-05+0.0010955i,-0.0004652+0.00046653i,-0.00066106+5.9497e-05i,-0.00026849+9.02e-05i,-0.00045632+8.3197e-05i,-0.0011986-0.00034584i,-0.00022604-0.00065182i
0.0017674-8.5861e-05i,0.0028868-0.0008977i,0.0022018-0.0010907i,0.00098685-0.00025499i,0.00046756+0.00088001i,0.00038935+0.0020565i,3.4721e-05+0.0023062i,-0.00035123+0.0016708i,0.00031564+0.0010545i,0.00058045+0.00052786i,0.00023116+9.2635e-05i,0.00039614-0.00061786i,0.00019678-0.00055391i,-0.00030318-0.00022931i,2.6208e-05-0.00019943i,0.00043233-0.00014038i,0.00060252-0.00011334i,0.0005132-0.00045776i,0.00076988-0.00015385i,0.00061348+0.00073703i,0.00012443+0.00032237i,0.00024965-0.00045815i,-0.0005577+0.00010171i
