0.0023373+0.0012673i,0.00189-0.00022078i,0.0010092-0.0030112i,-0.00012025-0.0037443i,-0.0018412-0.0024627i,-0.0032377-4.2976e-05i,-0.0016122+0.0020605i,0.00061236+0.0025344i,0.0019665+0.0014896i,0.0018726-0.00093575i,0.00048788-0.0018944i,-0.0012801-0.0012741i,-0.0016058-0.0009268i,-0.00059159-0.00055933i,-0.00059654-0.00064917i,-0.0012433-0.00032475i,-0.00094999+0.00018563i,-7.1141e-05+2.3801e-06i,0.00015945+0.00038928i,-0.00017388+0.0005045i,-4.6222e-05-1.0559e-05i,-0.00028894-0.0005783i,-0.0007965-0.00084001i
-8.6063e-05+0.0041422i,-0.00091792+0.0042858i,0.00046004+0.0036467i,0.0022215+0.0026564i,0.0022086+0.00084098i,0.00069325+0.00027183i,-0.00018368+0.00064913i,0.00033718+0.00064935i,0.00085294+0.0007547i,0.00035617+0.00070171i,-0.00032452+0.00015127i,-0.00053143-0.00067496i,-0.00034705-0.00026015i,-0.00064931+0.00039965i,-0.00014636-0.00012577i,0.00038098-0.00043866i,-0.00056292-5.0723e-05i,-0.00067937+0.00037574i,6.4365e-05+0.00040702i,0.00042083+0.00035544i,0.00021138+5.1888e-05i,-0.00035352-0.00022341i,-0.0011337+0.00023069i
-0.00040658-0.00075032i,0.00042749+0.00068969i,0.00060859+0.001747i,0.0010178-2.9187e-05i,0.00057735-0.0012225i,7.3798e-05-0.0005027i,0.00014198-0.00084567i,0.00017037-0.00035843i,0.00031678+0.00093849i,0.00042201+0.00084473i,-8.3197e-05+0.00036788i,-3.9129e-05-2.3892e-05i,0.00048785+0.00040037i,-2.1915e-05+0.00033289i,-0.00064552-0.00028435i,-0.00037203+0.00014511i,-0.00015909+0.00084791i,-0.00016757+0.00037346i,-0.00021001+8.2846e-05i,0.00038251+0.00015069i,0.00017972-0.0002471i,-0.00066369-0.00070054i,-0.00049136-0.0012483i
-0.001127+0.0016091i,-0.0010519+0.00059035i,-0.00024536-1.1942e-05i,0.00048211-0.00031775i,0.0012764-0.00074966i,0.0010421-7.8726e-05i,0.00048266+0.0012942i,0.00048305+0.00074062i,0.00041036+0.00030281i,0.00062688+0.00047175i,0.0010734-7.4472e-05i,0.00032093+5.8906e-05i,-0.00044701-7.7745e-07i,5.8042e-05-8.9356e-05i,0.00029943-0.00018391i,9.0497e-05+0.00015058i,0.00047699+0.00078391i,0.0010867+0.0010249i,0.00081643+0.0008681i,0.00023177+0.00057293i,4.9972e-05-8.4509e-05i,-5.0288e-06-0.00047032i,4.7853e-05-0.0002335i
-3.3094e-05+0.00027717i,0.0014266+0.0016801i,0.0026473+0.0017132i,0.0028062+0.00072886i,0.0017476+0.00023941i,0.00068334-9.9954e-05i,-0.00023882+0.00047324i,5.3256e-05+0.0010022i,0.0010047+0.00061943i,0.0011584-0.00031004i,0.00061029-0.00084826i,0.00020125-0.00023556i,-6.2195e-06+0.00034763i,-3.1518e-05+0.00015059i,0.00022877-9.6021e-06i,0.00029512+0.00012684i,7.7127e-05+0.00075737i,-0.00023537+0.00016005i,-8.453e-05-0.00099308i,0.00022362-0.00074685i,0.0003468-0.00087292i,0.00059594-0.00065317i,-5.6751e-05-1.7407e-05i
-3.4351e-05+0.00027072i,-0.0007175+0.00117i,-0.0014913+0.0018094i,-0.0010328+0.0015917i,5.1337e-06+0.0014036i,0.00072598+0.0018221i,0.00040971+0.00095084i,0.000241+0.00032663i,7.4657e-05+0.00086133i,-0.00058838+0.00033189i,-0.0004781-8.418e-05i,-0.00036964+2.3025e-05i,-0.00067972-0.0003443i,-0.00087498-5.9432e-05i,-0.00092773+0.000173i,-0.00062715+0.00044125i,3.5268e-05+0.00062263i,0.00088058+0.00042605i,0.0010486+2.2306e-05i,0.00092393-0.00011447i,0.00024224+0.00010124i,-0.0002664-0.00029852i,0.00063962-0.00069801i
-0.00044493+0.0013828i,4.0313e-05+0.0020038i,0.0011293+0.0015836i,0.002194+1.0064e-05i,0.0014362-0.00099629i,0.00049807-0.00086495i,0.00049964-0.0002942i,0.00065715+7.4377e-06i,0.0005697+6.1308e-05i,0.00065156+0.00013124i,0.00076462+8.3928e-05i,0.00035433-0.00034702i,-0.00023919-0.00078934i,-0.00060109-9.7691e-05i,-0.00027508+0.00034202i,0.00010774-0.00010424i,-3.1891e-05-2.9531e-05i,2.752e-05+0.00074691i,0.00083544+0.0015256i,0.00092556+0.00066519i,-0.00017423-0.00055827i,-0.00034537-0.00044471i,-0.00040085+3.2939e-05i
-0.0015413-0.00028602i,-0.0016599-0.00014062i,-0.0022564+0.00068791i,-0.0022419+0.00068934i,-0.00068737-0.00046153i,0.0004859-0.00072391i,0.00013208-0.00019555i,-0.00045954+0.00049114i,-0.00049839+0.00023851i,-0.00028361-0.00072285i,-1.6085e-05-0.00058768i,0.0003857-0.00018162i,0.00076609-1.8027e-05i,0.00087386-0.00016641i,0.00091697-0.00073642i,0.00064921-0.00068515i,0.00042272-0.00042145i,0.00090695+0.00010384i,0.00037365+0.00042994i,-0.00017245-0.00013644i,4.1385e-06-0.0007366i,0.00024108+0.0001961i,0.00059931+0.00085503i
0.0012219+0.00013422i,0.0016369+0.00074761i,0.0019159+0.0017113i,0.0020024+0.0020305i,0.0020151+0.0013424i,0.002054+0.00098274i,0.0013265+0.0012792i,0.00069187+0.0010546i,0.00033522+0.00032261i,-1.5868e-05-3.1984e-05i,1.3974e-05+0.00020093i,0.00027019+0.00023336i,0.00081366+9.4929e-05i,0.00050719-0.00053996i,0.0001701-0.00035535i,0.00067382+0.00028652i,0.00021775+0.00011854i,0.00014343+0.00077571i,0.0002397+0.00063477i,-0.00035307+0.00084151i,-0.00045063+0.0013189i,-0.00049525+0.00046736i,-0.00030922-0.0002347i
0.0010784+0.0017186i,0.0012565+0.00055307i,0.0014117+0.00051408i,0.0011326+0.00055073i,5.2661e-05-0.00069037i,-0.00068898-0.0011566i,-0.001057-0.001128i,-0.0010679-0.00050914i,-0.00070686-0.00029352i,-0.00031985-0.00051985i,0.00035071-0.00041095i,0.00036294-0.00036103i,0.00015796-0.00055497i,0.00074854-0.00049161i,0.00085974-0.0011252i,0.00070101-0.00102i,0.00046812-0.0007116i,-2.7708e-05-0.00048934i,8.9841e-05+0.00027084i,-0.00010014+0.00044514i,-0.00081489-0.00017672i,-0.00027101-0.0011959i,0.00096332-0.0011641i
7.9413e-05+0.00050657i,0.00015287+0.0017448i,0.00040771+0.0019619i,0.00058658+0.001276i,6.8317e-05+0.0010404i,-0.00038572+0.00025269i,-0.00030565-1.9841e-05i,0.00019668+0.0013059i,0.00025727+0.002322i,-4.2302e-06+0.0010931i,0.00042297+9.311e-05i,0.00042955+0.00083986i,0.0002236+0.00092025i,0.00080498+0.00037227i,0.0010291-0.00022825i,0.00086731-0.00050947i,0.00055108-0.00012983i,-0.00015175-0.0002582i,-0.00030601+5.3231e-05i,4.1643e-05+0.00105i,-6.246e-05+0.00088841i,-0.00056771+5.2521e-05i,-0.00024025-8.054e-05i
-0.0015865+5.224e-05i,-0.0022902+0.00021024i,-0.00074246+0.00085436i,0.0009123+1.6735e-06i,0.001373-0.0011589i,0.0003751-0.00086967i,-0.00018347-0.00022564i,-0.00026087-0.00012406i,0.00011321-7.2515e-05i,0.00078018-0.00029178i,-6.374e-05-0.00016889i,-0.00080177+0.00030318i,-0.00028148-8.7979e-05i,9.2925e-05-0.0011332i,0.00023271-0.0015914i,0.0001215-0.0013613i,1.9577e-05-0.00042177i,0.000383+0.00031414i,0.000582+0.00090358i,0.00046761+0.00049629i,1.5963e-05-0.00032753i,0.00019754-0.00038581i,0.00046363+0.00010631i
-0.0026711+0.00092494i,-0.0020129+0.00069154i,-0.0011773+0.0022749i,-0.00089257+0.0026625i,-0.00021718+0.001544i,0.0004369+0.000524i,-0.00034519+0.00076489i,-0.0017022+0.0012697i,-0.0012592+0.0012307i,-0.00032305+0.00051849i,0.00036991+0.00021571i,0.00054687+0.00044214i,-9.5988e-05+0.00036731i,-0.00055313+0.0005389i,9.6256e-05+0.00035772i,0.00090321+0.00013968i,0.001119+0.00035748i,0.00026901+0.00079616i,0.00048411+0.00030541i,0.00089155-0.00034456i,0.00013566-0.00043859i,0.00035802-0.00050844i,0.00059393-0.00020241i
-0.00010339+0.00060756i,0.00077265+0.00060233i,0.002463+0.00080877i,0.0021796+0.00094169i,0.0011604+0.0016518i,7.6547e-05+0.0012311i,-0.00058075-0.00031284i,-0.00019875-0.00062553i,0.0003773+1.7166e-05i,0.00015237+0.0007571i,0.00050701+0.00020285i,0.00084996-0.0011437i,0.00050393-0.0006228i,0.00055083+0.00040274i,0.00011883+0.00050156i,-0.00091673+0.00060739i,-0.0006+0.0002708i,0.00054998-0.00054226i,0.00094669-0.00057835i,0.00073201-0.00054686i,0.00050343-0.00018585i,0.00062937+2.231e-05i,0.0003788-0.0002977i
-0.0018651+0.00039218i,-0.00094478+0.0015149i,0.00031599+0.0017621i,0.00043809+0.0012597i,-0.00012385-7.8421e-05i,-0.00073165-0.00119i,-0.00056881-0.00055361i,0.00024724+0.00033596i,0.00060362-0.00026474i,0.00017471-0.00094889i,-0.00048873-0.0004994i,0.00022755+8.2653e-06i,0.00066892-1.52e-05i,0.0004913+0.00039507i,-2.8207e-05+0.00034501i,-0.00068042+0.00010378i,-0.00069346-0.0002066i,-0.00023571+0.00020664i,0.00032605+0.00085603i,0.00062026+0.00024462i,0.0004096+8.722e-05i,0.00016788-8.5707e-05i,-0.00030989-0.00068133i
-0.00020741+0.0026902i,0.00036231+0.0023725i,0.0019934+0.0019161i,0.0029976+8.605e-05i,0.0017362-0.00047973i,0.00053727+0.00031597i,0.00048853+0.0011004i,0.00047113+0.00082392i,0.0004712+0.00015839i,0.00040062+0.00015314i,0.00011913-0.00016014i,-0.00022907-0.00059479i,0.00011501-0.00063599i,0.00064096+0.00022229i,0.00052653+3.2562e-05i,0.00036144-0.0012707i,-8.4671e-05-0.0014161i,-0.00082076-0.00034123i,-0.00089888-0.00023898i,-0.00038688-0.0002943i,-0.00046441-0.00028359i,-0.00069413-0.00038173i,-0.00047317-5.262e-06i
-0.00067746+0.00027881i,-0.0011448+0.0013773i,-0.00081934+0.0013634i,-0.00017322+0.00042019i,0.00012704-0.00019358i,-0.0010615+6.95e-05i,-0.0010525+0.00030177i,-3.4481e-05-5.0863e-05i,0.00074272-0.00012124i,0.0010108-0.00031068i,0.0005606-0.0002561i,0.0001497-0.00012873i,0.00025865-0.00075964i,0.0003055-0.00011366i,0.00065413+0.00015369i,0.00085364-0.00061088i,0.00040608-0.00051159i,-4.77e-05-0.00083286i,0.00048478-0.0007681i,0.0013014+0.00021739i,0.00098338+0.00070238i,0.00016468-0.00029687i,9.2268e-05-0.0006461i
9.1374e-06+0.00059012i,-0.0001722+0.00020402i,-0.00037208+0.00069591i,0.00085765+0.001415i,0.0016264+0.0011648i,0.00067798+0.00071927i,0.00032249+0.0016616i,0.00094271+0.0018785i,0.0011626+0.00079621i,0.00041833+0.00014885i,4.8068e-05-7.7469e-05i,-4.0423e-05-0.00049371i,-0.00014455-0.0010096i,0.00045319-0.00049125i,0.00034351-9.0397e-05i,-0.00018163+0.00016542i,4.5268e-05+3.6029e-05i,0.00050722-5.2548e-05i,0.00025669-0.00021015i,-6.4215e-05-0.0012071i,-9.2536e-05-0.0017045i,-0.00044022-0.0010503i,-0.00080223-0.00080884i
-0.00085993+0.0017545i,-0.00015212+0.0022272i,0.00046899+0.0013553i,0.0016738+0.00093432i,0.0025481+0.00055609i,0.0020072+5.493e-05i,0.00087626-3.615e-05i,0.00050864+0.00053058i,0.00058251+0.00016491i,0.00042955-0.00038676i,0.00021848-0.00019027i,9.8307e-05-0.00011646i,2.6782e-05-0.00010187i,0.00044432-0.00080437i,0.00036428-0.0017139i,8.6307e-05-0.0017441i,0.00040987-0.0012718i,0.00060718-0.00050323i,0.00028806+0.00012722i,0.00013548-5.1216e-05i,0.00089985-0.00013716i,0.0013042-0.00034694i,0.00068653-1.327e-05i
9.8303e-05+0.0022168i,0.0012522+0.0026696i,0.0023432+0.0025193i,0.002605+0.0011909i,0.0017343-0.00051621i,0.00088364-0.0010361i,0.00065739+0.00016042i,0.0001883+0.0010868i,2.523e-05+0.0010055i,0.00050767+0.00028852i,8.527e-05-0.00046097i,-0.00015204-0.00092652i,1.2722e-05-0.001277i,-4.7169e-06-0.00052299i,0.00040097+0.00041506i,0.0010809-0.0001106i,0.00050891-0.00069986i,0.00059727-7.7832e-05i,0.0013199+0.0001883i,0.00075573+0.00034452i,6.8727e-05+0.00035131i,-0.00023821+0.00021466i,-8.8516e-05+0.00038126i
-0.00019134-0.00052102i,-0.00058556-0.00018867i,-0.00045684-0.00038769i,-0.00012274+0.00016734i,-0.00015059+0.0013323i,-0.00074278+0.0013566i,-0.00076902+0.0010677i,0.00036403+0.0013974i,0.00058509+0.0013092i,6.8825e-05+0.00061393i,-0.00016131+0.00034911i,-0.00018383+0.0005713i,-0.00018085+0.00072751i,6.812e-05+0.00018477i,0.00023047-0.00024063i,0.00025639-0.00061769i,0.0004743-7.815e-05i,0.00060985+0.00045459i,0.00033029+0.00058287i,0.00031572+0.00078839i,-0.00024751+0.00058442i,-0.0011017+0.00041765i,-0.00073111-0.0003327i
-0.00074255+0.00079834i,-0.00012778+0.00015037i,0.0017874-5.7395e-05i,0.0015413-0.00010931i,7.6639e-05-0.00010744i,-0.0005683-0.00012871i,-0.00058809+0.00023272i,-0.00010812+0.00086695i,0.00035008+0.00074509i,-0.00046664-0.00035529i,-0.00084964-0.0011082i,-0.0011266-0.00085087i,-0.001679-9.4305e-05i,-0.0010467+0.00053371i,-0.00044694+0.00072608i,0.00017254+0.00031929i,-0.00036959+0.00013453i,-0.00024447+0.00015415i,-4.8706e-05+0.00037513i,-0.0002249+0.0015133i,0.00052546+0.001308i,0.00081933+0.00040726i,0.00079016-1.4553e-06i
-0.0016265-0.00089531i,-0.0011989+8.5604e-05i,-8.9585e-05-0.0001359i,0.0012413+0.00021987i,0.0015296+0.00056877i,0.0008382+0.00098363i,0.00046358+0.0010776i,0.00068261+0.00086881i,0.00047271+0.0003563i,-0.00035921-0.00049483i,-0.00021557-0.00097512i,3.037e-05-0.0011628i,-0.00034928-0.00023513i,-0.00052889+0.00067456i,-0.00036107+0.00052514i,-0.00033379-1.3349e-05i,-0.00021698-0.0010501i,0.00043994-0.00097516i,0.00038247-0.0001495i,-6.8652e-05-0.00044264i,-2.7136e-05-0.00032819i,-0.00034736+0.00038646i,-0.00079703+0.00064407i
0.0017425+0.0015351i,0.0015405+0.0020369i,0.0019117+0.0017593i,0.0020343+0.00071069i,0.0013108-0.00042797i,0.00082049-0.00048486i,-6.5483e-05+0.00084232i,-0.0004363+0.0012802i,0.00030621+0.0015959i,0.00040134+0.0014173i,-2.0443e-05+5.6919e-05i,-0.00034643-0.00026525i,0.00034369+1.3678e-05i,0.00077171-0.00031457i,0.00071574-0.00037914i,0.00076796+0.00035919i,0.00035361+0.00065324i,0.00012677+2.0519e-05i,6.3056e-05-0.00047491i,0.00034551-0.00038721i,0.00046266-0.00014769i,-2.7091e-05+5.1571e-05i,6.3528e-05+0.00055378i
0.001059+0.0013698i,0.0013424+0.0019739i,0.0023446+0.00074559i,0.0020835-0.00060961i,0.0010645-0.00020462i,0.00056965+0.00025283i,0.00083145+0.00047829i,0.0011001+0.0010027i,0.0011197+0.00081795i,0.00074422-0.001089i,0.00025484-0.0012891i,-2.6134e-05-0.00017842i,-0.00013038-5.1626e-05i,-0.00042985-0.00062428i,-0.00035701-0.0011154i,-2.6587e-05-0.00080947i,-0.00044274+0.0002392i,-0.00058192+0.00069206i,-0.00021193+0.00041866i,-0.00020307+0.00033938i,-0.00020449+0.00036263i,-0.00068278+1.4312e-06i,-0.00032924-1.7032e-05i
-0.0018017+0.001122i,-0.00047365+0.0010692i,-2.2339e-05+0.0011439i,0.00034119+0.0011085i,0.00065744+0.00056033i,0.00032145-9.4308e-05i,-0.00043604-0.00011324i,-0.00044747+2.9871e-05i,-0.00020961-1.2221e-05i,0.00016785+0.00038178i,-0.00026742+0.00039233i,-0.00025915+0.00013958i,0.00020406-0.00011118i,0.00068044+0.00011872i,0.00094679+0.00038763i,0.00039173-0.00037996i,0.00050538-0.00077638i,0.00045506-0.00059121i,0.00014297-0.00057968i,0.00012296-0.00085691i,0.00019028-0.001128i,0.00026921-0.00045286i,0.00034996+0.00038481i
-0.00051739-0.00080778i,-0.0016619-0.00072586i,-0.00038808-0.00064456i,0.0014064-0.0015926i,0.0012215-0.00227i,0.00057722-0.0015176i,0.00012865+0.00015058i,0.00018349+5.6503e-05i,0.0011442-0.00076005i,0.00089433-0.00067806i,0.00019582-0.00053015i,0.0001752-0.00011628i,-0.0004926-5.3676e-05i,-0.00084041+0.00020716i,-0.00040336+0.00012592i,1.5676e-05-0.00018625i,-0.00031247+0.00038735i,-0.00010024+0.00040414i,-5.9635e-05+0.00035578i,-0.00022489+0.00082301i,0.00026982+0.0009468i,2.0155e-05+0.0010225i,-0.000236+0.00076214i
0.0020024+0.00033746i,0.0024567+9.3814e-05i,0.0021773-0.00048819i,0.0014768-0.00052929i,0.0011412+0.00036454i,0.00083817+0.00045746i,0.00099358+0.00079288i,0.00050817+0.0014445i,-9.396e-05+0.00057199i,7.7813e-05-0.00036182i,0.00066154-0.00044977i,0.00080014-0.0002046i,0.00017778+4.273e-05i,4.2995e-05+3.8802e-05i,4.8164e-05+0.00014584i,2.8377e-05+0.00047582i,0.00042349+0.00033222i,0.00010663-0.00019227i,-0.0001855-0.00088458i,0.00080916-0.00055063i,0.00091528+0.00011594i,-0.00039578+8.127e-06i,-0.00051145-0.00039993i
-0.00058252+0.0016524i,-0.0006456+0.00117i,2.5165e-06+0.0011724i,0.00083384+0.0013053i,0.0012532+0.0010734i,0.00091094+0.00090072i,0.00044144+0.00063566i,0.00028777+0.00057693i,0.00013847+0.0006467i,0.00033165+0.00038677i,0.0005074+8.2253e-05i,0.00047622-0.00038796i,5.2134e-05-0.00053285i,0.00016812+0.00075298i,0.00091691+0.0012818i,0.0012539+0.00036644i,0.00097143-0.00036032i,0.00061228-0.00057945i,0.00030428+6.0732e-05i,-0.00010347-0.00014312i,-0.00029533-0.00055703i,-3.9305e-05-0.00045779i,-0.00050787-0.00059072i
-0.00080209+0.0018968i,-0.0010393+0.0013511i,-0.0002566+0.0004588i,3.3554e-05+0.00022894i,0.0001906+6.3637e-05i,0.00045772+0.00066089i,3.2181e-05+0.0014241i,-0.00013682+0.0013468i,4.9875e-05+0.00088712i,-0.00021501+0.00050502i,-0.00039047+0.00054546i,-0.00039092+0.00028752i,0.00016985-0.00042003i,0.00057859-0.00038476i,0.00036494+0.00063446i,-0.000545+0.0014813i,-0.00042708+0.00095256i,0.00013632-0.00025323i,-1.518e-05-0.00062369i,-0.00039429-0.0006095i,-0.00017844-0.00084983i,0.00028316-0.00030593i,-0.00011594+0.00058314i
-0.00022887-0.00067749i,-0.00057652+7.418e-06i,0.00018328+0.001228i,0.00064829+0.0012742i,0.00037762-0.00038474i,0.00052561-0.00042667i,0.00039432+0.00079642i,4.2534e-05+0.0012024i,0.00019296+0.00090826i,0.00010308+0.00056407i,5.58e-05+0.00038612i,9.1224e-05-7.3988e-06i,0.00042699-0.00046784i,0.00054681-0.00061854i,0.00012922-0.00056156i,-0.00018441-0.00029651i,0.00035603-3.6851e-05i,0.00074726-0.0003433i,0.00058334-0.00013765i,-9.4813e-05-0.00019906i,-0.00040585-9.9923e-05i,-0.0003428-0.00020607i,0.00018487-0.00075863i
0.00028592+0.00078598i,0.00061218+0.0015172i,0.001446+0.0016138i,0.0023038+0.00046912i,0.0026954-0.00055899i,0.0018882-0.0001547i,0.00085101+0.0012399i,-3.5179e-05+0.0015567i,0.00030277+0.0005572i,0.00091813+3.5314e-05i,0.00064895+0.00021172i,0.00027868+0.00027451i,-0.00022245+0.00039554i,-0.00076842+0.00097767i,-0.00088079+0.00054555i,6.0906e-05-0.00047884i,0.0010674-0.00044942i,0.00043454+0.00020952i,-0.00032196+0.00056032i,-0.00025963-0.00035049i,-0.00012852-0.00084905i,7.3933e-05-0.00020181i,-0.00042332+0.00018106i
0.0025778-0.00052846i,0.0025555+0.00038153i,0.0012702+0.0014348i,0.00014859+0.002185i,-0.00016932+0.0018563i,-0.00082056+0.0016241i,-0.0013298+0.00090821i,-0.0011779-0.00035674i,-0.00036662-0.001078i,0.00038226-0.00062056i,1.8384e-05-0.00011304i,-0.00025441+1.0875e-05i,-0.0004173+0.00065702i,9.6411e-05+0.00048069i,0.00043157+0.00024035i,-1.5735e-05+0.00092343i,-0.00021908+0.00093084i,0.000537+0.00016886i,0.0010349+0.00024474i,0.00064879+0.00050336i,0.00035855+0.0002053i,-0.00053618-0.00035432i,-0.00066077-0.00020174i
-0.0012406+0.0022221i,5.7347e-05+0.0014853i,0.0017547+0.0009454i,0.0018988+0.00085643i,0.00075284+8.6871e-05i,0.00037476-0.00021682i,-0.00030362+0.00080283i,-0.00043996+0.00098285i,-4.1542e-05-9.0398e-05i,-0.00026087-0.00077618i,6.0232e-05-0.00089635i,0.00022431-0.00093821i,0.00052569-0.00074781i,0.00053212-0.00016678i,0.00035374+0.00073943i,0.00090118+0.0012281i,0.00068018+0.00064169i,0.00031573+2.1449e-05i,0.00075271-8.9228e-05i,0.0001788-0.00052915i,-0.00025543-0.0011513i,7.9066e-05-0.0011641i,0.00039189-0.00099638i
-0.0009329+0.0021987i,-0.00023177+0.002677i,0.00067522+0.002079i,0.00083604+0.00098433i,0.00081234+0.00020979i,0.00068651+0.00049261i,0.0001474+0.00081523i,-0.00022289+0.00092124i,1.1099e-05+0.00041829i,0.00031918+2.8401e-05i,-0.0003911-0.00025868i,-0.0011121-0.00044742i,-0.00062514-3.0596e-05i,0.00014574+2.9672e-05i,0.00030197-0.00015539i,-5.0834e-05+6.5755e-05i,6.484e-05+6.1328e-06i,0.00041536-0.00029962i,0.00068753-0.00024027i,2.5147e-05+6.6293e-05i,-0.0009299+0.00038769i,-0.00060281-0.00034883i,-0.00080829-0.00097776i
0.00011072-0.00021463i,0.00019991-0.00018294i,0.0010851-0.00020268i,0.0018247-0.00061626i,0.0018153-0.00086807i,0.00078383-0.00096808i,-0.00015136+0.00017487i,-0.00059753+0.00088447i,0.00038332+0.00063447i,0.0008656-5.362e-05i,2.4582e-05-0.00053535i,-3.9077e-05-0.0003458i,-0.00019759-0.00047549i,-0.00062065-0.00083628i,-0.00028878-0.00045218i,1.6949e-05-0.00013907i,-0.00033627-5.3381e-05i,-0.0003899+0.00074725i,-0.00054885+0.00095025i,-0.00097396+0.00022059i,-0.000794-0.00016547i,-0.00042922-0.00040461i,-0.0004719-0.0011902i
0.0017718+0.0018602i,0.0023304+0.0018404i,0.001799+0.001883i,0.00098857+0.00071679i,0.0010245-0.00013289i,0.0012813-3.3883e-05i,0.0011183+5.9726e-05i,0.00066132+0.00036207i,-6.1294e-05+0.00032673i,-0.00036271-0.00010111i,1.9543e-05-0.00049419i,0.00084314-0.0008944i,0.0014352-0.0010965i,0.00073626-0.00066282i,3.0908e-05-0.00029374i,-0.0002861-0.00079575i,-0.00089847-0.00093828i,-0.00092021-0.00097602i,4.0004e-06-0.00064461i,-0.00037484-0.00034645i,-0.0007127-0.00055382i,-0.0001367-0.00058643i,0.0004165-0.00035782i
-0.00027467+0.0022492i,-0.0001327+0.00061441i,0.0011741+0.00027135i,0.0011358+9.7053e-05i,0.00066498-0.0010227i,0.00026274-0.0009861i,0.00019516+0.00024954i,0.00012702+0.00099936i,0.00012128+0.00055151i,-0.00028077-4.5982e-05i,-0.00082913+0.00027011i,-0.00057636+0.00017174i,0.00020622-0.00028068i,0.00089177-0.00048223i,0.0012304-0.00048856i,0.00032127+7.4724e-05i,-0.00085203+0.00047659i,-0.00088189+0.00095721i,-0.0010084+0.00068122i,-0.0010966+0.00020838i,-0.00045643+0.00010607i,1.931e-05-1.9597e-05i,0.00022769-0.00028089i
-0.0015073+0.0012938i,-0.00044496+0.0018993i,0.00065245+0.0019533i,0.0013623+0.0017523i,0.0017322+0.0011999i,0.00065848-0.00021119i,-0.00065694-0.00030518i,-0.00029064+0.00068149i,-1.2445e-05+0.00083019i,-0.00044127+0.00059722i,-0.00036639+0.00067826i,0.00018614+0.00075505i,0.00016554+0.00039159i,0.00040012+0.00037616i,0.00040047+0.00034925i,-6.2289e-05+7.2508e-05i,0.00014585-7.4931e-05i,-0.00035758+4.8138e-05i,-0.00099691+0.00022799i,-0.0011593-2.0939e-05i,-0.00035643-0.00044507i,0.00042496+5.0617e-05i,7.5061e-06+0.00021242i
-0.0014965+0.0021855i,-0.00089123+0.0026302i,0.00023453+0.0019834i,0.0012585+0.0018067i,0.0014197+0.00096997i,0.00060779+0.00016665i,-0.00059278+0.00078105i,-0.00063971+0.00075558i,0.0003111+0.00059009i,0.00063919+0.00013203i,0.00010534-0.0011307i,-0.00044427-0.0010129i,-0.00034182-0.00035296i,0.0003973+0.00037912i,0.00079007+0.0010795i,0.00022952+0.00099865i,3.1129e-05+0.00074591i,-8.3238e-05+0.00033799i,-0.00044379+0.00050682i,0.00020578+0.00078347i,0.00069945+2.8662e-06i,0.00034313-2.0355e-05i,-0.00078658+0.00050588i
-0.00027107+0.00058739i,-4.1356e-06+0.0017516i,0.00080023+0.0015068i,0.0017444+0.00059611i,0.00091921-0.00024057i,-0.00040414-0.00070127i,-5.8484e-05-0.00014047i,0.00055423+0.00084026i,0.0010837+0.0013494i,0.00090833+0.00084104i,1.2564e-05+0.00029921i,-0.00033974-4.9081e-05i,2.8601e-05-9.2071e-05i,0.00036247+0.00023546i,-0.0001445-6.1388e-05i,0.00018169-0.00072759i,0.00053817-0.00083755i,0.00063481-0.00020699i,0.00026936+8.588e-05i,-0.00038875+0.00011822i,-0.00037022+0.00048706i,-0.00012469+0.00024509i,0.0002174-5.9854e-05i
0.00080431-0.00070769i,0.0012722+0.00040599i,0.0017225+0.00080744i,0.00096819-0.0001512i,0.00024062-0.0003737i,-0.00015937+0.00061534i,-0.0002823+0.00038364i,0.00010425+0.00031886i,0.00063307+0.00082849i,0.00017444+0.0005776i,-0.00068396-0.00034619i,-0.0010547-0.00017332i,-0.00064653+0.00042586i,-0.00017464+0.00062499i,-0.00043228+5.0142e-06i,-0.00040728-0.00063268i,0.00034086-0.00025094i,0.00064393-3.926e-05i,0.00073263-0.00042962i,-0.00019501-0.00061641i,-0.00076569+3.7124e-05i,-0.00041985+0.00018861i,-7.0649e-05-0.00020824i
-8.0607e-05+0.00044855i,-0.0010263+0.0014216i,-0.0014177+0.0012087i,-3.5333e-05+0.0001491i,0.00091173-0.0006046i,0.00036224-0.0003032i,-0.00022718+0.00038769i,0.00013868+0.00056939i,0.00028174+0.0012085i,0.00018925+0.00081001i,-5.4434e-05-0.00063843i,-0.00050294-0.0013925i,-0.00050726-0.0016339i,-0.00011341-0.00058248i,0.00019766+0.00065126i,-0.0001839+0.00063901i,-0.00064545-0.00012673i,-0.00049539-0.00035593i,-0.00011181+0.00045803i,0.00060849+0.00020833i,0.00058137-1.1878e-05i,-0.00017842+4.0195e-06i,-0.00036273-0.00019927i
