-0.00021825+0.0011908i,-0.00044829+0.002127i,-0.0017713+0.0013479i,-0.0027996+1.6931e-05i,-0.0021338+0.0010918i,-0.0012977+0.0027891i,0.00011899+0.0017282i,0.001211+0.00060724i,0.0010084+0.00046706i,0.00059739-0.0002065i,0.00011433-0.00059014i,-0.00038336-0.00018194i,-0.00056501+0.00017169i,-0.00048235+0.00037524i,-0.00052838+0.00068222i,-0.00075324+0.0013029i,-0.00026802+0.0010675i,0.00022583+0.00048637i,0.00023591+0.00039392i,0.00020352+0.00024277i,-3.7286e-05-5.2325e-05i,-0.00054404-0.00039762i,-0.00064852-0.00038911i
-0.0010659-0.0022618i,-0.00183-0.0024766i,-0.0040251-0.0014174i,-0.0043133+0.0010497i,-0.0024273+0.003353i,-0.0006875+0.0030893i,0.00017483+0.0010421i,0.00062616-6.1634e-05i,-0.00023016+0.00023139i,-0.001205+0.00068196i,-0.0011547+0.00091149i,-0.00097858+0.00070955i,-5.344e-05+0.00091959i,0.0002627+0.00067667i,-3.9651e-05+7.6821e-06i,-0.0005453+0.00028784i,-0.00024981+0.00026932i,-0.00038041+3.935e-05i,-0.00085677+4.8643e-05i,-0.00030193-0.00035073i,0.00061819+0.00026406i,0.001024+0.00041602i,0.00046303+0.00029908i
0.0020363-0.0032748i,0.0013725-0.0038679i,0.00045102-0.0046329i,-0.00081-0.0042489i,-0.0014926-0.0020836i,-0.0016371+0.00063004i,-0.0011832+0.0019232i,8.3832e-05+0.0017001i,0.00080057+0.0010071i,0.00025444-0.00059787i,4.9314e-05-0.0015798i,-0.00031038-0.00066342i,-0.00085295+0.00080978i,-0.00046095+0.00075259i,0.00016787-0.00010264i,0.00035535-0.0010062i,7.3086e-06-0.001362i,-0.0002787-0.00078096i,-0.00099155-8.3763e-06i,-0.00098312-0.0001121i,0.00057668-0.00053247i,0.0012097+0.00056849i,0.00073721+0.0014802i
0.0015733+6.7199e-05i,0.0019518+0.00046237i,0.0013936+0.0011945i,0.0013205+0.0014236i,0.0013196+0.0011372i,5.5066e-05+0.0012191i,-0.0012552+0.0017227i,-0.0006866+0.0018377i,0.00014626+0.0016229i,-0.00021597+0.00059648i,-0.0010599-0.00073928i,-0.0011637-0.00075659i,-0.00077704+0.00044404i,-0.00020278+0.00085539i,-2.3807e-05+0.00069101i,3.6752e-05+0.00083164i,0.00087435+0.00049394i,0.0011409-0.00016365i,0.00033238-0.00026416i,-0.00085019-6.7442e-05i,-0.00087378-8.2014e-05i,-0.00011232+0.00026686i,2.2554e-05-0.00016753i
0.0014859+0.0011065i,0.00080398+0.00097148i,0.0001386+0.0016498i,0.00013635+0.0017442i,-9.263e-05+0.00097055i,-0.00025854+0.00014102i,-0.0014704+0.00059374i,-0.002559+0.0013869i,-0.0022599+0.00065624i,-0.00056535-0.00010031i,0.00029475+0.00029774i,-0.0005427+0.0004908i,-0.00056547-0.00056038i,0.00045066-0.0011987i,0.0010864-0.00014644i,0.00079815+0.0010753i,0.00066894+0.0014086i,0.00078827+0.00099653i,0.00025554-4.4805e-05i,0.00032643-0.00054598i,0.00018474+0.00026643i,-1.4908e-05+0.00034355i,0.00059336+0.00010675i
0.00083897+0.00030373i,-0.00011269-0.00098319i,0.0008488-0.0020832i,0.0013686-0.0018686i,-0.00081183-0.0016311i,-0.0013843-0.0011579i,-0.00075408-0.0010988i,-0.00079574-0.0014399i,-0.00068781-0.00062231i,-0.00057563+0.00052747i,-0.00041289+0.00076159i,-0.00021863+0.0006938i,-0.00020928+0.00073186i,-0.00052414+7.4921e-05i,-0.00037163+0.00021596i,0.00021925+0.00022135i,0.0005077+0.00047431i,-2.7974e-07+0.000652i,-0.00030578-1.462e-05i,-0.00031406+0.00014894i,-0.00026823+0.00068125i,0.00024931+0.00047718i,0.00013696-6.0279e-05i
-0.0020448+0.0016043i,-0.0017813+0.0009109i,-0.00027428+0.00031403i,0.0018091+0.00049254i,0.0026521-0.00074191i,0.0013003-0.0031491i,-0.00041879-0.0025844i,-0.00067219-0.0010365i,-0.00036873-0.00016834i,-0.0001419+0.00010978i,-0.0008237-0.00052779i,-0.00061553-0.00043789i,0.00062746-7.3984e-05i,0.00060328-5.2865e-05i,-0.00015169+3.4572e-05i,-0.00038288+0.00029388i,-0.00044902+0.0010019i,0.0001023+0.00087949i,-0.00017031+0.0006812i,-0.00094441+0.0014082i,-0.00055975+0.0012677i,-0.00050889+0.00098448i,-0.00022462+0.00084216i
-0.0019064-0.0025788i,-0.0023847-0.0014512i,-0.0024887+0.00019614i,-0.0017114+0.0019132i,-0.00019904+0.0032999i,0.0012097+0.0023012i,0.001323-3.8136e-05i,0.00040396-0.001162i,0.00020536-0.00036737i,0.00030485-0.0002905i,8.6008e-05+1.4455e-05i,0.00036766+0.00079803i,0.0012644+0.00077252i,0.00086434-0.00013161i,0.00013173-0.00048685i,-0.00042138+0.00020305i,-0.0014824+0.00094771i,-0.0011513+0.0011653i,-0.0004696+0.00044449i,-0.00015129-0.00042288i,0.00020141-0.0002737i,0.00054415+7.2315e-06i,0.00055872-0.00051936i
-0.00018976+0.00066516i,-0.0017611+0.0004741i,-0.0028835+0.0010499i,-0.0018207+0.0016374i,0.00028152+0.0018881i,0.0017141+0.0017271i,0.0013256+0.00074861i,2.0093e-05+0.00047134i,0.00050024+0.00085415i,0.00076863+0.00062852i,6.4278e-05+0.00052412i,-2.8167e-05+0.00052254i,0.00029221-0.00031097i,-0.0003874-0.00030366i,-0.00085871+0.00026344i,-0.0008135+0.00023051i,-0.00092659+0.00033379i,-0.00084782-0.00012491i,-0.00015323-0.00058572i,-0.00010476+9.3599e-05i,-0.00047051+0.00059777i,-0.00030392+0.00046642i,5.4077e-05-7.7102e-05i
0.0012949+0.00045753i,0.001653-0.0006359i,0.0018282-0.0006454i,0.0024915-0.00025916i,0.0020256-0.00063009i,0.0010799-0.00052111i,0.0012103+5.232e-05i,0.00074172+0.00075423i,4.2069e-05+0.0011915i,-0.00042468+0.0012225i,-0.00066986+0.0004397i,-0.00075439-0.00038068i,-0.00089889-0.00042404i,-0.00059388-0.00027168i,0.00024365-0.00036321i,-8.9683e-05-0.00047946i,-0.00075407-3.6714e-05i,-0.00012884+3.3791e-05i,0.00095575-0.00014194i,0.00056781-0.0012114i,0.00041849-0.0012002i,0.00060348-0.00046047i,0.00036773-0.00016019i
-0.0011693-0.00046405i,-0.0011837+0.00016842i,-0.0025806+0.0014165i,-0.0031308+0.00293i,-0.0007106+0.003646i,0.00098961+0.0028987i,0.00011779+0.002112i,-0.00066569+0.0016598i,-0.001237+0.001724i,-0.0012535+0.0013616i,-0.0002867+0.00065405i,0.00040696-0.00023313i,0.00053921-7.5904e-05i,0.00054292+0.00061876i,0.00072195+0.00039272i,0.00053298+0.00031797i,0.00050888+0.0004171i,0.000342+0.00048244i,-1.8897e-05+0.000108i,-0.0003785-0.00037056i,0.00018717-0.00051141i,0.00065802+1.4208e-05i,0.00012403+8.6525e-05i
0.00067015-0.00060709i,-9.3159e-05-0.0020904i,-0.00025402-0.0012107i,-0.00048824+0.00083427i,-0.00039611+0.0013691i,-0.00024135+0.00096652i,-0.0003005+4.118e-05i,-0.00039478-0.0004718i,-3.0182e-05-0.00051497i,0.00032925-0.0005331i,0.00043283+0.00020685i,0.00048824+0.00090938i,0.00040816+0.00070015i,0.00038078-9.9245e-05i,0.00046741-0.00051691i,0.00043638+0.00014468i,7.2005e-05+0.00077997i,-0.0004872+0.00071646i,-0.00044791+0.00055369i,0.00018188+0.0004184i,0.00035517-0.00027269i,0.00026281-0.00085694i,0.00029524-0.00052402i
-0.001284-0.0017313i,-0.0006979-0.0013471i,-0.0013131+0.00026411i,-0.0018278+0.001631i,-0.0014257+0.0022477i,-0.00041104+0.0016131i,-0.00037316+0.00072334i,-0.00066354+0.00049709i,-0.00080446+0.00014123i,-0.0010555+1.6094e-06i,-0.0010469+9.1405e-05i,-0.0011947+0.00028346i,-0.00075915+0.00030859i,-7.9544e-05-0.00025641i,-9.2215e-05-7.7113e-05i,-0.00067586-0.00011876i,-0.00039684-0.00033133i,0.00014278-0.00015084i,-0.000146-0.00066414i,6.4345e-05-0.00073803i,0.00052298-8.5264e-05i,-0.00020774+2.706e-05i,-0.00074933-0.00020492i
0.0010348-0.0010155i,-0.00025669-0.00054178i,7.1304e-05+0.00014992i,0.00068454+0.0014259i,-0.00024873+0.0017617i,-0.0011081+0.00059091i,-0.00092128-0.00010107i,-0.0010854-1.756e-05i,-0.0010289-0.00037443i,-0.00071734-0.00083511i,-0.00054303-0.0013322i,-0.00058434-0.00045957i,-0.00048846+7.0085e-05i,9.6076e-05-3.3521e-05i,0.00038201+0.00025821i,-0.00026424+0.0001518i,-0.00081223-9.1724e-05i,-0.00018944+0.00024907i,0.0005795+0.00048633i,0.00026514+0.00017959i,-0.00063018-0.00062788i,-0.0010672-0.00085421i,-0.0010171-0.00040865i
-0.00078116+0.00062834i,-0.0015419+0.00039783i,-0.002001+0.0010917i,-0.0013349+0.001152i,0.00011453+0.0010365i,0.0011253+0.00093928i,0.0010081+0.00051258i,0.00025841+0.00027643i,8.04e-05+0.00012052i,0.00016882+0.00069455i,1.307e-05+0.00086884i,0.00012421+3.281e-05i,0.00029503-0.00021695i,0.00027011+6.3476e-05i,7.7348e-05-0.00036045i,-9.3822e-05-0.00066573i,-0.00025752-1.4767e-05i,-0.00037725-0.00025909i,-0.00020736-0.0003022i,-0.00027523-0.00013666i,-0.00069998-0.00025825i,-0.00037836+0.00011313i,0.0001486+0.0002066i
1.3992e-05+0.0002079i,-0.00047938-7.0558e-06i,-0.00093892-0.00044055i,-8.1976e-05-0.0011125i,0.00054853-0.0010214i,-0.00065952-0.00069796i,-0.0012868-0.00028248i,-0.0017083+0.00067909i,-0.0014652+0.00068076i,-0.00033008+0.00040298i,-0.00025801+0.00048029i,0.0001066+0.00032712i,0.00043154-0.00049785i,-0.00012874-0.00062396i,-0.00031819-0.00040051i,-0.00035204-0.00023945i,0.00017529-0.00025931i,0.00069124-0.00059155i,0.00025484-1.2129e-05i,-0.00030587+0.00038618i,-0.00041475-0.00030294i,-0.00037941-0.00040696i,-0.00020816-0.00017105i
-0.0007288-0.00040507i,-0.00067113-0.00046254i,-0.0010058+0.00033747i,-0.00044099+0.0016295i,0.00095359+0.0013211i,0.0014578+0.00042163i,0.0016605+0.00010154i,0.0013062-0.00025366i,0.00066375-0.0003918i,0.00062082-5.5254e-05i,9.3451e-05-4.3522e-05i,-0.00045053+9.8455e-06i,1.5024e-05+0.00027258i,0.00098326+3.3725e-05i,0.00082821-0.00028481i,0.00036261-0.00019102i,0.0003844+0.00036497i,3.4223e-05-8.4272e-05i,0.00024582-0.0003271i,0.0010449+0.0007467i,0.0011471+0.00074657i,0.00070171-0.00028419i,0.00032279-5.779e-05i
-0.00027644-0.00033837i,-0.00027626+0.00011808i,-4.5337e-05-0.00013489i,-8.2543e-05+8.8626e-05i,-0.00071727+0.0010403i,-0.00031846+0.0017442i,-0.00018448+0.0020223i,-0.00096817+0.0015307i,-0.0012141+0.00052595i,-0.00086916-0.00013119i,-0.00069668-0.00047936i,-0.00042661+0.00023989i,-1.8731e-05+0.001349i,0.00058228+0.0008515i,0.00046928+0.00056112i,-2.1562e-05+0.00053873i,0.00012017+0.00041373i,0.00096657-7.7899e-05i,0.00055273-0.0003292i,0.00013299+0.00043258i,0.00050991+0.0006675i,-5.5106e-05+7.3907e-05i,-8.2081e-05-0.00021013i
0.00089087-0.0012457i,0.00022938-0.0022385i,-0.00038068-0.0024366i,-0.00069509-0.00085181i,-0.00012519+0.00029455i,0.00049555+0.00090297i,-7.2943e-05+0.0014408i,-0.0011218+0.0015567i,-0.00068249+0.00096893i,0.00010393+0.00077843i,0.0003371+0.00015615i,0.00080878-0.00038369i,0.00097005+0.00075459i,0.0010729+0.0014839i,0.00092763+0.00083665i,0.00044717+0.00011001i,0.00013748+0.0005873i,-0.00021978+0.00058822i,-0.00033641-3.3974e-06i,-0.00027131-0.00044919i,-0.00014744-0.00039906i,0.00017343-0.00026291i,0.00027681+3.2425e-05i
-0.0015568-0.00030214i,-0.0018862-4.5869e-05i,-0.001508+0.0025124i,0.00033475+0.0044394i,0.0023546+0.0037791i,0.0022144+0.0015293i,0.00032226+0.00051488i,-0.0013958+0.0011011i,-0.0017094+0.0010066i,-0.0015262+0.00046329i,-0.0010205+0.00032773i,-0.00037582+0.00017609i,-0.00057464-0.00033094i,-0.001223-0.00033976i,-0.00066479-0.00010144i,-0.00027631-0.00039354i,-0.00012255-0.00047667i,-0.00039409-2.7469e-05i,-0.00094142-0.00055504i,-0.0010928-0.00070527i,-0.00099798+0.00043963i,-0.0011288+0.00098015i,-0.00083698+0.00094678i
0.00085566-0.0010008i,0.00072683-0.0021443i,-0.00028028-0.0026952i,-0.00076612-0.0017204i,-0.0006662-0.00064298i,-0.0005755-0.0009487i,-0.00010354-0.00060112i,-8.2315e-06-2.001e-05i,-0.00033473-0.00083358i,-0.00058424-0.0011038i,-0.0012393-0.00064415i,-0.0013418-0.00028784i,-0.00039817+0.00039611i,-0.00036533+0.00070588i,-0.00030054+0.00084579i,0.00025764+0.0011513i,0.00048125+0.00087167i,0.00025249+0.00061859i,-3.6558e-05-3.4679e-05i,0.00018043-0.00099669i,0.00026377-0.00052393i,-5.2042e-05-7.1368e-05i,0.00028591-0.00013663i
-0.0014501+0.0010488i,-0.00049915+0.0016638i,6.7057e-05+0.001359i,0.00052303+0.0018092i,0.0011504+0.0021966i,0.00060807+0.0012049i,-0.00043978+5.9629e-05i,-0.00058907-0.00034836i,-0.00045352+0.00044545i,-0.00052686+0.00019146i,-0.00012676-0.00055851i,-0.00015848+5.8905e-06i,-0.0011028+0.00018436i,-0.0013884-7.0942e-05i,-0.00086124+0.00024705i,-0.00018642+0.00051975i,9.5774e-05+0.00051557i,0.0002184+0.00060507i,-0.000185+0.0006744i,-0.00026544+0.00014702i,0.00060323-0.00015265i,0.00087254+4.7749e-05i,0.00022634-0.00040088i
0.00034962+0.00074044i,-2.2658e-05+0.00059771i,-0.00023976-1.2373e-05i,-6.3996e-06-0.00019327i,-0.00012868-5.6668e-05i,-0.00015353-0.00010456i,-0.00038425+0.00016611i,-0.0002794-3.5144e-05i,0.00020185+8.5101e-05i,-4.9046e-05+0.00075554i,-0.00020703+0.00050483i,0.00017004-0.00042172i,0.00034184-0.00012714i,0.0001467+0.00059466i,1.3703e-05+0.00026417i,0.00015524-2.066e-05i,-7.2379e-05-0.00011015i,-0.00047318-0.00047586i,0.00011558-0.00038846i,0.00022374+0.00063283i,-9.5691e-05+0.00096623i,-0.00013983+0.00057792i,0.00068624+0.000431i
-0.00094923-0.0015521i,0.00010716-0.0020266i,0.00038382-0.0015138i,0.00083232-0.00048601i,0.0005771+0.00035309i,-0.00026696+0.00098116i,-0.0006213+0.0012372i,-0.00014703+0.00070123i,0.00069346-0.00070765i,0.00081508-0.0011302i,0.0004277-0.00062116i,-0.00025893+0.00026499i,-0.00094631+0.00082808i,-0.00072372+0.0010636i,-0.00084588+0.00067138i,-0.00052901+0.00041055i,0.00042713+0.00072098i,0.00029753+0.0012959i,-0.00029143+0.0014537i,0.00036347+0.00072689i,0.00090044+0.00027992i,0.00043529+7.7372e-05i,-5.1826e-05-0.0003417i
0.0010029+0.00074249i,0.002425+0.00085159i,0.0042354+0.00041326i,0.0043508+0.00022475i,0.002551-0.00049206i,0.0010455-0.0010361i,1.317e-05-0.00059183i,-0.00053936-0.00010801i,-0.00057015+0.00010848i,-0.00030276+0.0011464i,-0.00029417+0.0014074i,-0.00043122-3.8251e-05i,-9.1104e-05-0.00077145i,0.00086333+0.00027608i,0.00038856+0.0013852i,-2.0428e-05+0.00065852i,0.00052876+0.00046384i,0.00081754+0.0017401i,0.0013487+0.0012169i,0.00056707+0.00040285i,-0.00067937+0.00088299i,-0.00096983+0.00086091i,-0.00093771+0.00030325i
-0.0031381+0.0021239i,-0.0035177+0.0020214i,-0.0033532+0.0035483i,-0.00059765+0.0041634i,0.0020275+0.0032405i,0.001832+0.0015585i,0.00035864+0.0010701i,-0.00017894+0.00077688i,-0.00011971+0.00031733i,0.00072472-3.5792e-05i,0.00075157-0.00064817i,0.00013722-0.0012881i,0.00023572-0.0013566i,-0.00011511-0.00078107i,-0.00040357-0.00030549i,-0.00023732+0.00037817i,-4.8148e-05+0.00076688i,0.0002325+0.00071399i,0.00043879+0.00058381i,0.00081598+9.7574e-06i,0.00021202-0.00066792i,-0.00024154+0.00012096i,-5.7101e-05+0.00094026i
0.0013439-0.00021274i,0.0011756-0.0018295i,0.0011423-0.0015885i,0.0016062-0.0016053i,0.0018301-0.0017i,0.00023274-0.0014902i,-0.00095245-0.001338i,-0.0012317-0.00081469i,-0.0014786-0.00035429i,-0.00052213-0.00022027i,-7.7185e-05+0.00013082i,-0.00085989+0.00026687i,-0.0010175+0.00049369i,-0.00082532+0.00049988i,0.00013883+0.00053967i,0.00078155+0.00051814i,0.00080033-6.7424e-05i,0.00039512+0.00029857i,0.00016053+0.00041334i,0.0006303+0.00034963i,0.00062543+0.00077961i,-0.00013291+0.00021891i,-0.00041991-0.00058246i
-0.0027176+0.00085834i,-0.0011665+0.0014362i,-0.0004722+0.0026224i,0.00016467+0.0030836i,0.0011663+0.002709i,0.0016133+0.001882i,0.00076199+0.00061312i,-2.3115e-05-9.8689e-05i,1.5315e-05+0.00053577i,0.00023421+0.00094052i,0.00042811+0.00086369i,0.00016877+0.00093656i,-0.0005083+0.00034318i,-0.0018264-0.00018877i,-0.0012077-0.00038088i,-0.00039676+0.00020192i,-0.00025272+0.00032765i,0.00049844-4.0488e-05i,0.00053215+0.00027842i,-0.00019417-0.00010746i,-0.00048659-8.6424e-05i,-0.00030968+2.6048e-05i,-0.00057493+0.00048421i
0.0023875-0.0013258i,0.0010017-0.001067i,-0.00013089-0.0013291i,-0.00090286-0.0016768i,-0.0015141-0.00083304i,-0.001885+0.00015125i,-0.0018579+0.00051634i,-0.00044367+0.00071382i,0.00079929+0.00026492i,0.00069217+7.7663e-07i,-0.00020103-0.00036483i,-0.0010429-0.0010962i,-0.0009835-0.0010176i,-0.00038158-0.00020215i,-0.00010216+0.0001134i,0.00021545-0.00085983i,0.00028619-0.001752i,0.00016042-0.00088192i,0.00059658+0.00030162i,0.00065931-1.1564e-05i,0.00022959+0.000235i,-0.0005165+0.00059177i,-0.00072294+0.00064967i
-0.00022367-0.0038486i,-0.0011964-0.0034653i,-0.0019918-0.002018i,-0.0017362+8.9788e-05i,-0.0014292+0.0022592i,-0.00083982+0.0027729i,0.00088895+0.0020276i,0.0010997+0.00063292i,-3.5387e-05-0.00025248i,-0.00098007-4.6232e-05i,-0.00074269+0.0004092i,-0.00029104+0.00061026i,-2.6776e-05+0.00028309i,0.00069365-0.00029012i,0.00057014-4.076e-05i,0.00011233+0.00049703i,-0.00046539+0.00063601i,-0.00054589+0.00062288i,-0.00019868+0.00084474i,-0.00063458+0.00036923i,-0.00053765-0.00040065i,-6.7571e-05-0.00074725i,-1.0033e-05-0.00099159i
0.0018617-0.00075257i,0.0011562-8.4321e-05i,0.00079471+0.00017128i,0.00064773+0.0002012i,0.00085468+0.00029226i,0.0011908-0.0004986i,0.00076041-0.001053i,0.00040137-0.00015545i,0.00044695+0.00072264i,0.0004564+0.00094489i,0.00032167+0.00037661i,-7.258e-05-0.00021285i,0.00017624+0.00013463i,0.00077302+0.0001628i,0.0011676-0.00015638i,0.00097734+0.00017903i,0.00042607+0.00027297i,0.00030098+0.0003257i,0.00036471+0.00058185i,-0.00039119+0.00032691i,-0.00068919-0.00034658i,-4.8851e-06-0.00070753i,-0.0002809-0.00050198i
-0.0010213+0.00032581i,0.00013694+0.00041245i,-0.0011459+0.0010115i,-0.001704+0.0017223i,-0.00087258+0.0013557i,5.9661e-05+0.00099035i,0.00017389+0.00055898i,0.00017627-0.0007734i,-0.00029908-0.00037556i,-0.001128+0.00068036i,-0.00086511+0.00051722i,-1.3996e-05+5.4399e-05i,0.0010826+0.00047232i,0.001207+0.00047432i,0.00050876-0.00011046i,0.0001545+0.00029448i,-0.00016655+0.0005972i,-0.00061668+0.00071078i,-0.00031045+8.4887e-05i,-0.0002648-0.0011786i,-0.00029314-0.0011427i,-0.00013097-8.3629e-05i,-0.000736-0.00045397i
5.3287e-06+0.0010155i,-3.2844e-05+0.00055647i,0.00030067+0.0010178i,0.00040022+0.0012098i,0.00019096+0.0011641i,0.00012212+0.00084423i,-0.00072429+0.00029429i,-0.0018897-5.1052e-05i,-0.0016535-0.00025863i,-0.00057872-6.3986e-05i,-2.4748e-05+0.0002606i,0.00011876+0.00012499i,0.00079757+0.00019141i,0.0007889+0.00049287i,8.7221e-05+0.00012242i,-0.00023058-0.0006885i,7.4799e-06-0.00040522i,6.057e-05+0.00033851i,-0.00010091+0.00065549i,0.00025453+0.001082i,0.00014234+0.0011592i,0.00026296-0.00018507i,0.00033114-0.0012626i
-0.0009115-0.000494i,-0.0015227-0.00099674i,-0.0026888-0.00012482i,-0.0026302-0.00018218i,-0.00099752-6.542e-05i,0.00028471+0.00067951i,3.3204e-05+0.00075325i,-0.00024301+0.00023504i,9.9834e-05-0.00022145i,0.00055066-0.00014639i,0.00040556+4.1916e-05i,-0.00044571+0.00070607i,-0.00066921+0.0013217i,-0.00038133+0.0011647i,-0.00049733+0.0006657i,-0.000353+5.9291e-05i,6.1221e-05+4.0893e-05i,0.00062476+2.7289e-05i,0.0010343-2.9855e-05i,-7.4935e-05-4.4827e-05i,-0.00079425+9.6748e-05i,-0.00024544+0.00019372i,0.0002114-0.00068754i
0.0013313-0.0014201i,0.0014803-0.0017707i,0.00032057-0.0023887i,-0.00024971-0.00091657i,0.00040734+0.00055085i,0.00014906+0.00079626i,-0.00072219+0.00033604i,-0.00015275-9.1221e-05i,0.00044693-2.3459e-05i,-0.00039976-0.00022567i,-0.00076012-0.00051064i,-0.00039176+0.00049171i,-0.00027218+0.0012996i,-6.3711e-05+0.0008892i,0.00041077+0.00012179i,0.00050562-0.00037672i,0.00013814-0.00011167i,-0.00031926-0.0001215i,-7.3575e-05+0.0003594i,0.00015652+0.00072503i,-0.00056539+0.00045861i,-0.00075428+0.00017058i,-7.1563e-05+0.00022349i
-0.00054065+0.0011706i,-0.00016936+0.00072521i,2.2187e-05+0.00091538i,0.00097647+0.001085i,0.00099961+0.0014628i,0.00039313+0.00055358i,-0.00066092-0.00056357i,-0.00075139-0.00055006i,-0.00022946-0.0002249i,-3.6e-05-0.00017983i,-0.00034012-0.00049542i,-0.00059308+0.00014786i,-0.0003224+0.00028248i,1.987e-05-0.00047309i,0.00032453-0.00025265i,0.0001962-8.4182e-05i,6.5082e-05-0.00069668i,-0.00026972-0.00069531i,-0.00012481-0.00012741i,0.00021301-0.00011175i,4.9173e-05+0.00029515i,0.00031655+0.00030558i,0.00041679+0.00016699i
-0.00038501-0.0018733i,-0.0011397-0.00042462i,-0.0029099+0.00039415i,-0.002491+0.0014701i,-0.00098156+0.0020228i,-0.00051422+0.0012317i,-0.0001978+5.4491e-05i,-0.00020875+0.00045993i,0.00011398+0.00049397i,-1.7784e-06-0.000569i,-0.00019703-0.0001327i,-4.2492e-05+0.00099925i,0.00014605+0.00038165i,9.6657e-05-0.00049548i,0.00016249-0.00012213i,0.00066279+0.00030815i,0.0002472-0.00020778i,-0.0013793-0.001025i,-0.0022816-0.0012348i,-0.0019931-0.00076954i,-0.001522-0.00053343i,-0.00045805-0.00012033i,0.00051008+0.00053706i
-0.0015291-0.00087621i,-0.0015788+0.00046133i,-0.0014259+0.0010204i,-0.00084825+0.00070935i,0.001302+0.00081369i,0.002419+0.0010919i,0.00089252-0.00017263i,-0.00079232-0.00030089i,-0.0012345+0.00063037i,-0.000702+0.00072865i,-0.00037612+0.00063668i,0.0004052+0.0005639i,0.0012687+0.00072155i,0.0015512+0.00051257i,0.0014927-3.0624e-06i,0.00061327-0.00037989i,0.00063136-0.00032104i,0.0012246+2.2297e-06i,0.0012704+0.00012218i,0.00054732-4.7616e-05i,0.00049036-0.0002023i,0.00033634+0.00013511i,-0.0003073+2.4254e-05i
-0.0008339-0.0016i,-0.0010525-0.00073982i,-0.0010273+0.00055054i,-0.00027413+0.0016105i,0.0012724+0.0023563i,0.0018981+0.0015987i,0.0012166+0.00076945i,0.00040386+0.0010954i,0.00010344+0.00093536i,-0.00050149+5.3851e-06i,-0.00041498-0.00018578i,6.168e-05+0.00040482i,0.00042097+0.00028719i,0.0010005+0.00021969i,0.00058229+0.00023264i,0.00020753+0.00012558i,0.00097513+0.00022412i,0.0013063+5.8627e-05i,0.0013904-0.00037693i,0.0016516-0.00035784i,0.0015831-2.7632e-05i,0.0010529-0.0003149i,0.0011819-0.00054303i
0.0034272+0.0012421i,0.0035658+0.00010493i,0.0033197-0.00032653i,0.002629-4.4368e-05i,0.00096209-0.00028866i,-4.5364e-05-0.00088251i,-0.00035395-0.00087458i,-0.00082451-0.00055323i,-0.00063142-0.00091196i,-2.7453e-05-0.00084206i,0.0008676-0.00026504i,0.001302+0.00012463i,0.0005693+0.00015546i,-0.00010733-0.00067302i,9.1332e-05-0.00060312i,-0.00027262+3.5203e-05i,-0.0011181+0.00024192i,-0.00081431+0.00022448i,-0.00016209-0.00033384i,0.00035663-0.00014777i,0.00034822+0.00046894i,0.00059619+0.00045758i,0.0009815+0.00095947i
0.0018602+0.0012791i,-0.00038174-0.0008638i,-0.0017016-0.0010463i,-0.00065635-0.00082716i,0.00038922-0.00049093i,0.00026941+0.00030026i,0.00010121+0.00032086i,-0.0001361+0.00014487i,0.00017919+0.00054401i,4.4098e-05+0.00027698i,-0.00040204-0.00061736i,-0.00040862-0.0007028i,-0.00034734-0.0002618i,-0.00022949+0.00081602i,-0.00049145+0.0011191i,-0.00043651+0.00074706i,4.744e-05+0.00058668i,0.00014978-0.00016766i,-7.4803e-05-0.00051178i,-8.9679e-05-0.00033518i,0.00011463-0.00050899i,4.9414e-05-0.00056015i,0.00027395-8.9644e-05i
0.00164+8.5705e-05i,0.0019235-0.0005899i,0.002076-0.00036097i,0.0015355+0.0005828i,0.0013488+0.00069507i,0.0010482+0.00046408i,0.00060728-8.8617e-05i,0.00019579+0.00021261i,-0.00019313+0.00053639i,-0.00092455-0.00033054i,-0.0012023-0.00034207i,-0.00082711+0.0010419i,5.6858e-05+0.0010207i,0.00048689+0.00024712i,0.0001855+4.395e-06i,-0.00017562+5.8973e-05i,-7.5246e-05-4.7256e-05i,0.00027661-0.00019536i,0.00028953+6.78e-05i,-0.00031848+0.00037232i,-0.00041041+0.00048869i,0.00030651+0.00033968i,0.00046473+0.00034289i
-0.0023726+0.00082309i,-0.0034224+0.0014305i,-0.003446+0.0023879i,-0.001463+0.0024603i,0.00048746+0.0015388i,0.00056098+0.00031265i,-8.7571e-05-0.00046503i,-0.0002978-2.772e-05i,-0.00033424+0.0009476i,-0.0006797+0.0008915i,-0.00091872+0.00062034i,-0.0013728+0.00046852i,-0.0012519-0.00010812i,-0.00063702-0.0007534i,-0.00068171-0.0011511i,-0.00049915-0.00051241i,4.3294e-05-0.00015939i,0.00010431-0.00040448i,4.3404e-05-0.00034436i,-0.00048185-0.00014305i,-7.7494e-05-0.00036386i,0.00052485-0.00014354i,0.00013399+0.0002664i
